,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,6384483.0,8872928.0,10700000.0,13100000.0
Issuance Of Capital Stock,34825216.0,0.0,,
Capital Expenditure,-1131170.0,-461284.0,,
End Cash Position,14039148.0,9832211.0,,
Other Cash Adjustment Outside Changein Cash,5625274.0,47086355.0,,
Beginning Cash Position,9832211.0,28459283.0,,
Changes In Cash,4206937.0,-18627072.0,11100000.0,0.0
Financing Cash Flow,33822454.0,0.0,8200000.0,0.0
Net Common Stock Issuance,34825216.0,0.0,,
Common Stock Issuance,34825216.0,0.0,,
Investing Cash Flow,-37131170.0,-27961284.0,-7800000.0,-13100000.0
Net Investment Purchase And Sale,-36000000.0,-9000000.0,,
Purchase Of Investment,-36000000.0,-9000000.0,,
Net Business Purchase And Sale,0.0,-18500000.0,,
Purchase Of Business,0.0,-18500000.0,,
Net PPE Purchase And Sale,-1131170.0,-461284.0,,
Purchase Of PPE,-1131170.0,-461284.0,,
Operating Cash Flow,7515653.0,9334212.0,10700000.0,13100000.0
Taxes Refund Paid,-2482260.0,-2388065.0,,
Interest Received Cfo,2413534.0,380579.0,,
Interest Paid Cfo,-372.0,-537.0,,
Change In Working Capital,-669107.0,-700815.0,,
Change In Other Current Liabilities,-1095695.0,2174285.0,,
Change In Payable,-1236739.0,810490.0,,
Change In Inventory,1606715.0,-1697049.0,,
Change In Receivables,56612.0,-1988541.0,,
Depreciation And Amortization,2171157.0,2235928.0,,
Depreciation,2171157.0,2235928.0,,
Net Income From Continuing Operations,6082701.0,9807122.0,,
