,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,40216000.0,74366000.0,49894000.0,10049000.0
Capital Expenditure,-2791000.0,-640000.0,-893000.0,-158000.0
End Cash Position,138155000.0,132928000.0,104386000.0,65970000.0
Other Cash Adjustment Outside Changein Cash,100000.0,-100000.0,,
Beginning Cash Position,132928000.0,104386000.0,65970000.0,101286000.0
Effect Of Exchange Rate Changes,4842000.0,-2696000.0,2368000.0,3033000.0
Changes In Cash,385000.0,31238000.0,36048000.0,-38349000.0
Financing Cash Flow,-39831000.0,-43128000.0,-13846000.0,-48398000.0
Cash Dividends Paid,-27703000.0,-27703000.0,,-36937000.0
Investing Cash Flow,-2791000.0,-640000.0,-893000.0,-158000.0
Net PPE Purchase And Sale,-2791000.0,-640000.0,-893000.0,-158000.0
Purchase Of PPE,-2791000.0,-640000.0,-893000.0,-158000.0
Operating Cash Flow,43007000.0,75006000.0,50787000.0,10207000.0
Taxes Refund Paid,-8410000.0,-10291000.0,-11583000.0,128000.0
Change In Working Capital,-11061000.0,32359000.0,24423000.0,-49632000.0
Change In Other Current Liabilities,-4124000.0,6913000.0,17996000.0,9405000.0
Change In Inventory,584000.0,-346000.0,-944000.0,344000.0
Change In Receivables,-7521000.0,25792000.0,7371000.0,-59381000.0
Other Non Cash Items,389000.0,,,
Depreciation And Amortization,14574000.0,15156000.0,13136000.0,12356000.0
Depreciation,14574000.0,15156000.0,13136000.0,12356000.0
Net Foreign Currency Exchange Gain Loss,-115000.0,-870000.0,3358000.0,3140000.0
Net Income From Continuing Operations,47629000.0,38652000.0,21453000.0,44215000.0
