,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-11503000.0,-15677000.0,-21706000.0,-20323000.0,
Repayment Of Debt,,-10000000.0,0.0,,0.0
Issuance Of Capital Stock,,28543000.0,0.0,17735000.0,0.0
Capital Expenditure,,-5103000.0,-2608000.0,-4728000.0,-7234000.0
End Cash Position,14359000.0,4309000.0,6549000.0,9454000.0,
Beginning Cash Position,4309000.0,6549000.0,9454000.0,12036000.0,
Effect Of Exchange Rate Changes,-1000.0,-3000.0,1000.0,6000.0,
Changes In Cash,10051000.0,-2237000.0,-2906000.0,-2588000.0,
Financing Cash Flow,28053000.0,18543000.0,18800000.0,17735000.0,
Net Other Financing Charges,,,18800000.0,,
Net Common Stock Issuance,,28543000.0,0.0,17735000.0,0.0
Common Stock Issuance,,28543000.0,0.0,17735000.0,0.0
Net Issuance Payments Of Debt,,-10000000.0,0.0,,0.0
Net Long Term Debt Issuance,,-10000000.0,0.0,,0.0
Long Term Debt Payments,,-10000000.0,0.0,,0.0
Investing Cash Flow,-6499000.0,-5103000.0,-2608000.0,-4728000.0,
Net Intangibles Purchase And Sale,,-5103000.0,-2608000.0,-4712000.0,-7200000.0
Purchase Of Intangibles,,-5103000.0,-2608000.0,-4712000.0,-7200000.0
Net PPE Purchase And Sale,,,0.0,-16000.0,-34000.0
Purchase Of PPE,,,0.0,-16000.0,-34000.0
Operating Cash Flow,-11503000.0,-15677000.0,-19098000.0,-15595000.0,
Taxes Refund Paid,,-25000.0,-35000.0,0.0,0.0
Interest Received Cfo,,0.0,0.0,14000.0,0.0
Interest Paid Cfo,,-2370000.0,-1637000.0,-2000.0,0.0
Change In Working Capital,,-266000.0,-6646000.0,-3030000.0,-417000.0
Change In Other Current Liabilities,,431000.0,-360000.0,319000.0,229000.0
Change In Inventory,,-2744000.0,-3494000.0,-1213000.0,-368000.0
Change In Receivables,,2047000.0,-2792000.0,-2136000.0,-278000.0
Stock Based Compensation,,488000.0,244000.0,0.0,
Depreciation And Amortization,,3834000.0,3511000.0,2474000.0,2237000.0
Depreciation,,3834000.0,3511000.0,2474000.0,2237000.0
Net Foreign Currency Exchange Gain Loss,,-20000.0,10000.0,19000.0,0.0
Net Income From Continuing Operations,,-17318000.0,-14545000.0,-15070000.0,-13514000.0
