,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-27520000.0,-50668000.0,-69857000.0,-50116000.0,
Issuance Of Capital Stock,20206000.0,0.0,53545000.0,150690000.0,
Capital Expenditure,,,-414000.0,-318000.0,-46000.0
End Cash Position,12685000.0,26520000.0,77605000.0,105710000.0,
Other Cash Adjustment Outside Changein Cash,-1000.0,,,,
Beginning Cash Position,26520000.0,77605000.0,105710000.0,5814000.0,
Changes In Cash,-13834000.0,-51085000.0,-28105000.0,99896000.0,
Financing Cash Flow,13511000.0,-705000.0,41727000.0,150179000.0,
Net Other Financing Charges,,,,,-1000.0
Net Common Stock Issuance,20206000.0,0.0,53545000.0,150690000.0,
Common Stock Issuance,20206000.0,0.0,53545000.0,150690000.0,
Net Issuance Payments Of Debt,,,,,-1000.0
Net Long Term Debt Issuance,,,,,-1000.0
Investing Cash Flow,175000.0,288000.0,-389000.0,-485000.0,
Net Investment Purchase And Sale,175000.0,41000.0,25000.0,-167000.0,
Sale Of Investment,,,25000.0,91000.0,0.0
Purchase Of Investment,,,0.0,-258000.0,0.0
Net PPE Purchase And Sale,0.0,247000.0,-414000.0,-318000.0,
Sale Of PPE,0.0,247000.0,0.0,,
Purchase Of PPE,0.0,0.0,-414000.0,-318000.0,
Operating Cash Flow,-27520000.0,-50668000.0,-69443000.0,-49798000.0,
Taxes Refund Paid,5500000.0,5500000.0,5500000.0,4384000.0,
Interest Received Cfo,788000.0,1640000.0,932000.0,113000.0,
Interest Paid Cfo,-552000.0,-987000.0,-2966000.0,-1977000.0,
Change In Working Capital,1137000.0,-12432000.0,6375000.0,2066000.0,
Change In Payable,695000.0,-14538000.0,7032000.0,3551000.0,
Change In Receivables,442000.0,2106000.0,-657000.0,-1485000.0,
Other Non Cash Items,6074000.0,-654000.0,2034000.0,1846000.0,
Stock Based Compensation,,0.0,0.0,379000.0,
Depreciation And Amortization,445000.0,969000.0,882000.0,604000.0,
Depreciation,445000.0,969000.0,882000.0,604000.0,
Net Income From Continuing Operations,-40912000.0,-44704000.0,-82200000.0,-57213000.0,
