,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,21853000.0,19967000.0,13820000.0,18437000.0,
Repayment Of Debt,,,,,0.0
Issuance Of Debt,,,,,0.0
Issuance Of Capital Stock,,,,,0.0
Capital Expenditure,-2206000.0,-1872000.0,-3026000.0,-1450000.0,
End Cash Position,40617000.0,25202000.0,32600000.0,31072000.0,
Beginning Cash Position,25202000.0,32600000.0,31072000.0,22469000.0,
Changes In Cash,15415000.0,-7398000.0,1528000.0,8603000.0,
Financing Cash Flow,-18438000.0,-15365000.0,-12292000.0,-9834000.0,
Cash Dividends Paid,-18438000.0,-15365000.0,-12292000.0,-9834000.0,
Common Stock Dividend Paid,-18438000.0,-15365000.0,-12292000.0,-9834000.0,
Net Common Stock Issuance,,,,,0.0
Common Stock Issuance,,,,,0.0
Net Issuance Payments Of Debt,,,,,0.0
Net Long Term Debt Issuance,,,,,0.0
Long Term Debt Payments,,,,,0.0
Long Term Debt Issuance,,,,,0.0
Investing Cash Flow,9794000.0,-13872000.0,-3026000.0,-1450000.0,
Net Investment Purchase And Sale,12000000.0,-12000000.0,0.0,,
Sale Of Investment,12000000.0,,,,
Purchase Of Investment,,-12000000.0,0.0,,
Net Intangibles Purchase And Sale,-1945000.0,-749000.0,-2099000.0,-649000.0,
Purchase Of Intangibles,-1945000.0,-749000.0,-2099000.0,-649000.0,
Net PPE Purchase And Sale,-261000.0,-1123000.0,-927000.0,-801000.0,
Purchase Of PPE,-261000.0,-1123000.0,-927000.0,-801000.0,
Operating Cash Flow,24059000.0,21839000.0,16846000.0,19887000.0,
Taxes Refund Paid,-6500000.0,-6660000.0,-5177000.0,-4923000.0,
Interest Received Cfo,1054000.0,777000.0,52000.0,44000.0,
Interest Paid Cfo,-19000.0,-2000.0,-46000.0,-33000.0,
Change In Working Capital,-4944000.0,-1656000.0,-4852000.0,557000.0,
Change In Other Current Liabilities,908000.0,2164000.0,883000.0,2395000.0,
Change In Payable,1060000.0,-117000.0,-571000.0,3103000.0,
Change In Inventory,172000.0,43000.0,-125000.0,-10000.0,
Change In Receivables,-7084000.0,-3746000.0,-5039000.0,-4931000.0,
Depreciation And Amortization,1155000.0,774000.0,1106000.0,1403000.0,
Depreciation,1155000.0,774000.0,1106000.0,1403000.0,
Net Income From Continuing Operations,33314000.0,28606000.0,25763000.0,22839000.0,
