,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,1356000.0,-5465000.0,-6336709.0,-5162607.0,
Repayment Of Debt,0.0,0.0,0.0,0.0,
Issuance Of Debt,,,1500000.0,0.0,3000000.0
Issuance Of Capital Stock,0.0,6615000.0,0.0,0.0,
Capital Expenditure,-28000.0,-5000.0,-12680.0,-9835.0,
End Cash Position,2426000.0,1147000.0,829555.0,5666264.0,
Other Cash Adjustment Outside Changein Cash,1000.0,1000.0,,,1.0
Beginning Cash Position,1147000.0,829000.0,5666264.0,10828871.0,
Changes In Cash,1278000.0,317000.0,-4836709.0,-5162607.0,
Financing Cash Flow,0.0,5782000.0,1500000.0,0.0,
Net Common Stock Issuance,0.0,6615000.0,0.0,0.0,
Common Stock Issuance,0.0,6615000.0,0.0,0.0,
Net Issuance Payments Of Debt,0.0,0.0,1500000.0,0.0,
Net Short Term Debt Issuance,0.0,0.0,1500000.0,0.0,
Short Term Debt Payments,0.0,0.0,0.0,,-3000000.0
Short Term Debt Issuance,,,1500000.0,0.0,3000000.0
Net Long Term Debt Issuance,,,0.0,0.0,-3000000.0
Long Term Debt Payments,,,0.0,0.0,-3000000.0
Investing Cash Flow,-106000.0,-5000.0,-12680.0,-9835.0,
Net Investment Purchase And Sale,-78000.0,0.0,,,0.0
Sale Of Investment,0.0,0.0,,,
Purchase Of Investment,-78000.0,0.0,,,0.0
Net Intangibles Purchase And Sale,0.0,0.0,,,0.0
Purchase Of Intangibles,0.0,0.0,,,0.0
Net PPE Purchase And Sale,-28000.0,-5000.0,-12680.0,-9835.0,
Purchase Of PPE,-28000.0,-5000.0,-12680.0,-9835.0,
Operating Cash Flow,1384000.0,-5460000.0,-6324029.0,-5152772.0,
Change In Working Capital,2616000.0,-2441000.0,-1590126.0,378751.0,
Change In Other Current Liabilities,520000.0,-2011000.0,-283987.0,748043.0,
Change In Inventory,1338000.0,-375000.0,-822886.0,-215584.0,
Change In Receivables,758000.0,-55000.0,-483253.0,-153708.0,
Depreciation And Amortization,11000.0,25000.0,32880.0,65716.0,
Amortization Cash Flow,,0.0,4329.0,38263.0,
Depreciation,11000.0,25000.0,28551.0,27453.0,
Net Income From Continuing Operations,-1242000.0,-3043000.0,-4766783.0,-5597240.0,
