,2024-11-30,2023-11-30,2022-11-30,2021-11-30,2020-11-30
Free Cash Flow,20308000000.0,24985000000.0,18734000000.0,41155000000.0,
Repurchase Of Capital Stock,-2928000000.0,-1075000000.0,-3000000000.0,0.0,
Repayment Of Debt,-248000000.0,0.0,0.0,-4604000000.0,
Issuance Of Debt,0.0,6312000000.0,0.0,5127000000.0,
Capital Expenditure,-11448000000.0,-8964000000.0,-6011000000.0,-3464000000.0,
End Cash Position,17340000000.0,26398000000.0,21707000000.0,27471000000.0,
Other Cash Adjustment Outside Changein Cash,,,,1000000.0,
Beginning Cash Position,26398000000.0,21707000000.0,27471000000.0,16540000000.0,
Effect Of Exchange Rate Changes,-35000000.0,-1024000000.0,1719000000.0,574000000.0,
Changes In Cash,-9023000000.0,5715000000.0,-7483000000.0,10356000000.0,
Financing Cash Flow,-29205000000.0,-18615000000.0,-25146000000.0,-30185000000.0,
Net Other Financing Charges,24000000.0,,,,
Cash Dividends Paid,-10456000000.0,-10577000000.0,-10687000000.0,-10758000000.0,
Common Stock Dividend Paid,,,,,0.0
Net Common Stock Issuance,-2928000000.0,-1075000000.0,-3000000000.0,0.0,
Common Stock Payments,-2928000000.0,-1075000000.0,-3000000000.0,0.0,
Net Issuance Payments Of Debt,-3214000000.0,5904000000.0,680000000.0,-7148000000.0,
Net Short Term Debt Issuance,-2966000000.0,-408000000.0,680000000.0,-7671000000.0,
Short Term Debt Payments,,-408000000.0,,-7671000000.0,
Short Term Debt Issuance,,,680000000.0,,995000000.0
Net Long Term Debt Issuance,-248000000.0,6312000000.0,0.0,523000000.0,
Long Term Debt Payments,-248000000.0,0.0,0.0,-4604000000.0,
Long Term Debt Issuance,0.0,6312000000.0,0.0,5127000000.0,
Investing Cash Flow,-11574000000.0,-9619000000.0,-7082000000.0,-4078000000.0,
Net Other Investing Changes,-126000000.0,-655000000.0,,,
Net Investment Purchase And Sale,-126000000.0,-655000000.0,-1071000000.0,-614000000.0,
Purchase Of Investment,,-655000000.0,-1071000000.0,-614000000.0,-142000000.0
Net Intangibles Purchase And Sale,-1388000000.0,-978000000.0,-1484000000.0,-737000000.0,
Purchase Of Intangibles,-1388000000.0,-978000000.0,-1484000000.0,-737000000.0,
Net PPE Purchase And Sale,-10060000000.0,-7986000000.0,-4527000000.0,-2727000000.0,
Purchase Of PPE,-10060000000.0,-7986000000.0,-4527000000.0,-2727000000.0,
Operating Cash Flow,31756000000.0,33949000000.0,24745000000.0,44619000000.0,
Taxes Refund Paid,-1717000000.0,-5565000000.0,-3499000000.0,-4974000000.0,
Change In Working Capital,-4989000000.0,4843000000.0,-1588000000.0,12986000000.0,
Change In Other Current Liabilities,346000000.0,189000000.0,2598000000.0,12459000000.0,
Change In Inventory,-3036000000.0,5248000000.0,-3734000000.0,1263000000.0,
Change In Receivables,-2299000000.0,-594000000.0,-452000000.0,-736000000.0,
Other Non Cash Items,78000000.0,-971000000.0,269000000.0,,
Provisionand Write Offof Assets,676000000.0,-328000000.0,836000000.0,0.0,
Depreciation And Amortization,22252000000.0,22955000000.0,22579000000.0,22320000000.0,
Depreciation,22252000000.0,22955000000.0,22579000000.0,22320000000.0,
Pension And Employee Benefit Expense,13000000.0,5000000.0,-68000000.0,-13000000.0,
Net Income From Continuing Operations,15443000000.0,13010000000.0,6216000000.0,14300000000.0,
