,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-81476000.0,-56828000.0,-53777000.0,-53742000.0,
Repayment Of Debt,-12020000.0,-1313000.0,-12360000.0,-2730000.0,
Issuance Of Debt,15000000.0,0.0,50000000.0,0.0,
Issuance Of Capital Stock,131490000.0,100000.0,79803000.0,3435000.0,
Capital Expenditure,-742000.0,-20980000.0,-8558000.0,-7249000.0,
End Cash Position,48430000.0,10054000.0,70322000.0,10987000.0,
Other Cash Adjustment Outside Changein Cash,,1000.0,,,-1000.0
Beginning Cash Position,10054000.0,70322000.0,10987000.0,66364000.0,
Effect Of Exchange Rate Changes,-376000.0,18000.0,-1000.0,4000.0,
Changes In Cash,38752000.0,-60287000.0,59336000.0,-55381000.0,
Financing Cash Flow,120228000.0,-4086000.0,111697000.0,-1639000.0,
Net Other Financing Charges,,,,-1000.0,-4315000.0
Net Common Stock Issuance,131490000.0,100000.0,79803000.0,3435000.0,
Common Stock Issuance,131490000.0,100000.0,79803000.0,3435000.0,
Net Issuance Payments Of Debt,2980000.0,-1313000.0,37640000.0,-2730000.0,
Net Long Term Debt Issuance,2980000.0,-1313000.0,37640000.0,-2730000.0,
Long Term Debt Payments,-12020000.0,-1313000.0,-12360000.0,-2730000.0,
Long Term Debt Issuance,15000000.0,0.0,50000000.0,0.0,
Investing Cash Flow,-742000.0,-20353000.0,-7142000.0,-7249000.0,
Net Other Investing Changes,,,,,1000.0
Net Investment Purchase And Sale,,0.0,1344000.0,0.0,0.0
Sale Of Investment,,0.0,1344000.0,0.0,0.0
Net Intangibles Purchase And Sale,-480000.0,-19224000.0,-6959000.0,-5122000.0,
Purchase Of Intangibles,-480000.0,-19224000.0,-6959000.0,-5122000.0,
Net PPE Purchase And Sale,-262000.0,-1129000.0,-1527000.0,-2127000.0,
Sale Of PPE,0.0,627000.0,72000.0,0.0,
Purchase Of PPE,-262000.0,-1756000.0,-1599000.0,-2127000.0,
Operating Cash Flow,-80734000.0,-35848000.0,-45219000.0,-46493000.0,
Taxes Refund Paid,,0.0,0.0,0.0,0.0
Interest Received Cfo,354000.0,464000.0,43000.0,0.0,
Interest Paid Cfo,-6280000.0,-4201000.0,-6055000.0,-5565000.0,
Change In Working Capital,-39335000.0,9108000.0,-707000.0,-11869000.0,
Change In Other Current Liabilities,2812000.0,2244000.0,-117000.0,-1814000.0,
Change In Inventory,-29771000.0,-1803000.0,1239000.0,2182000.0,
Change In Receivables,-12376000.0,8667000.0,-1829000.0,-12237000.0,
Other Non Cash Items,-189000.0,-1000.0,,1000.0,-9000.0
Provisionand Write Offof Assets,-583000.0,0.0,,,
Depreciation And Amortization,14119000.0,14479000.0,11862000.0,10463000.0,
Amortization Cash Flow,6964000.0,,4688000.0,4392000.0,
Depreciation,7155000.0,14479000.0,7174000.0,6071000.0,
Gain Loss On Sale Of PPE,,-257000.0,-10000.0,0.0,
Net Income From Continuing Operations,-59255000.0,-69963000.0,-50850000.0,-40689000.0,
