,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-34532000.0,-47961000.0,1546000.0,-8931592.0,
Repayment Of Debt,-63444000.0,-64451000.0,-19000.0,-111111.0,
Issuance Of Debt,43350000.0,3888000.0,20000000.0,,
Issuance Of Capital Stock,66480000.0,81071000.0,10408000.0,19323105.0,
Capital Expenditure,-69061000.0,-28774000.0,-1579000.0,-468343.0,
End Cash Position,11471000.0,8062000.0,44761000.0,8803648.0,
Beginning Cash Position,8062000.0,44761000.0,8804000.0,2016325.0,
Effect Of Exchange Rate Changes,268000.0,412000.0,440000.0,-5603.0,
Changes In Cash,3141000.0,-37111000.0,35517000.0,6792926.0,
Financing Cash Flow,44172000.0,18331000.0,29269000.0,15744258.0,
Net Other Financing Charges,1000.0,1000.0,,,
Net Common Stock Issuance,66480000.0,81071000.0,10408000.0,19323105.0,
Common Stock Issuance,66480000.0,81071000.0,10408000.0,19323105.0,
Net Issuance Payments Of Debt,-20094000.0,-60563000.0,19981000.0,-111111.0,
Net Long Term Debt Issuance,-20094000.0,-60563000.0,19981000.0,-111111.0,
Long Term Debt Payments,-63444000.0,-64451000.0,-19000.0,-111111.0,
Long Term Debt Issuance,43350000.0,3888000.0,20000000.0,,
Investing Cash Flow,-75560000.0,-36255000.0,3123000.0,-488083.0,
Net Other Investing Changes,,,19740.0,-19740.0,
Net Investment Purchase And Sale,0.0,-7481000.0,20000.0,,
Sale Of Investment,,,20000.0,,
Purchase Of Investment,0.0,-7481000.0,,,
Net Business Purchase And Sale,-6499000.0,0.0,4682000.0,,
Sale Of Business,,0.0,4682000.0,,
Purchase Of Business,-6499000.0,0.0,,,
Net Intangibles Purchase And Sale,-3693000.0,-2581000.0,-1438000.0,-357078.0,
Purchase Of Intangibles,-3693000.0,-2581000.0,-1438000.0,-357078.0,
Net PPE Purchase And Sale,-65368000.0,-26193000.0,-141000.0,-111265.0,
Purchase Of PPE,-65368000.0,-26193000.0,-141000.0,-111265.0,
Operating Cash Flow,34529000.0,-19187000.0,3125000.0,-8463249.0,
Taxes Refund Paid,297000.0,-1122000.0,1850000.0,,
Interest Received Cfo,30000.0,558000.0,,,
Interest Paid Cfo,-6786000.0,-4914000.0,,,
Change In Working Capital,-82627000.0,-97700000.0,4715000.0,-3435517.0,
Change In Other Current Liabilities,7804000.0,-6503000.0,2552000.0,804898.0,
Change In Payable,,,,,643617.0
Change In Inventory,5348000.0,-8804000.0,548000.0,-1144422.0,
Change In Receivables,-95779000.0,-82393000.0,1615000.0,-3095993.0,
Other Non Cash Items,5112000.0,-2661000.0,11698000.0,,
Depreciation And Amortization,16283000.0,3527000.0,1624000.0,,
Amortization Cash Flow,,82000.0,64000.0,,
Depreciation,16283000.0,3527000.0,1560000.0,,
Gain Loss On Sale Of PPE,,0.0,0.0,,
Net Income From Continuing Operations,102220000.0,83125000.0,-16763000.0,-5031372.0,
