,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,154500000.0,59400000.0,-76100000.0,-4400000.0,
Repurchase Of Capital Stock,,,,0.0,-125000000.0
Repayment Of Debt,,,,,-50200000.0
Issuance Of Capital Stock,0.0,47400000.0,0.0,0.0,
Capital Expenditure,,-22900000.0,-11100000.0,-23100000.0,-6200000.0
End Cash Position,196900000.0,121100000.0,96800000.0,197500000.0,
Other Cash Adjustment Outside Changein Cash,100000.0,-100000.0,100000.0,-100000.0,
Beginning Cash Position,121100000.0,66800000.0,197500000.0,230100000.0,
Effect Of Exchange Rate Changes,0.0,100000.0,300000.0,800000.0,
Changes In Cash,75700000.0,54300000.0,-101100000.0,-33400000.0,
Other Cash Adjustment Inside Changein Cash,,,,0.0,-100200000.0
Financing Cash Flow,-56400000.0,17800000.0,-25000000.0,-29200000.0,
Net Other Financing Charges,,-2000000.0,100000.0,-6100000.0,84400000.0
Cash Dividends Paid,-24900000.0,,,,
Net Common Stock Issuance,0.0,47400000.0,0.0,0.0,
Common Stock Payments,,,,0.0,-125000000.0
Common Stock Issuance,0.0,47400000.0,0.0,0.0,
Net Issuance Payments Of Debt,,,,0.0,-50200000.0
Net Long Term Debt Issuance,,,,0.0,-50200000.0
Long Term Debt Payments,,,,,-50200000.0
Investing Cash Flow,-22400000.0,-22900000.0,-11100000.0,-22900000.0,
Net Other Investing Changes,-22400000.0,-22900000.0,,,-74200000.0
Net Business Purchase And Sale,,,0.0,200000.0,0.0
Sale Of Business,,,0.0,200000.0,0.0
Net Intangibles Purchase And Sale,,-14700000.0,-10600000.0,-11900000.0,-6100000.0
Purchase Of Intangibles,,-14700000.0,-10600000.0,-11900000.0,-6100000.0
Net PPE Purchase And Sale,,-8200000.0,-500000.0,-11200000.0,-100000.0
Purchase Of PPE,,-8200000.0,-500000.0,-11200000.0,-100000.0
Operating Cash Flow,154500000.0,59400000.0,-65000000.0,18700000.0,
Taxes Refund Paid,,-2100000.0,700000.0,1200000.0,-800000.0
Change In Working Capital,14500000.0,11700000.0,-42500000.0,25500000.0,
Change In Other Current Liabilities,,-21600000.0,500000.0,9400000.0,-16200000.0
Change In Payable,,-52800000.0,-1100000.0,500000.0,15900000.0
Change In Inventory,,73300000.0,-20600000.0,-13200000.0,79400000.0
Change In Receivables,,12700000.0,-21200000.0,28800000.0,-9700000.0
Other Non Cash Items,,4900000.0,2000000.0,25600000.0,17400000.0
Depreciation And Amortization,,48500000.0,44000000.0,9600000.0,11500000.0
Depreciation,,48500000.0,44000000.0,9600000.0,11500000.0
Pension And Employee Benefit Expense,,0.0,0.0,500000.0,-2000000.0
Gain Loss On Investment Securities,,,-100000.0,1800000.0,
Net Foreign Currency Exchange Gain Loss,,-2500000.0,2700000.0,1700000.0,-2100000.0
Gain Loss On Sale Of Business,,1200000.0,0.0,0.0,-21200000.0
Net Income From Continuing Operations,,-2300000.0,-71600000.0,-47200000.0,-47500000.0
