,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-14337000.0,-10168000.0,-13623000.0,-7691594.0
Issuance Of Debt,,,2939123.0,1119900.0
Issuance Of Capital Stock,6996000.0,2849000.0,12100000.0,7551000.0
Capital Expenditure,,,-444000.0,-4647000.0
End Cash Position,528000.0,863000.0,3068000.0,1038376.0
Other Cash Adjustment Outside Changein Cash,,-148000.0,,
Beginning Cash Position,863000.0,3068000.0,1038000.0,59070.0
Effect Of Exchange Rate Changes,1000.0,-2000.0,0.0,
Changes In Cash,-336000.0,-2055000.0,2030000.0,979306.0
Financing Cash Flow,12998000.0,8106000.0,15610000.0,8670900.0
Net Other Financing Charges,-1000000.0,849000.0,571000.0,
Net Common Stock Issuance,6996000.0,2849000.0,12100000.0,7551000.0
Common Stock Issuance,6996000.0,2849000.0,12100000.0,7551000.0
Net Issuance Payments Of Debt,7002000.0,5257000.0,2939000.0,1119900.0
Net Long Term Debt Issuance,7002000.0,5257000.0,2939000.0,1119900.0
Long Term Debt Issuance,,,2939123.0,1119900.0
Investing Cash Flow,1003000.0,7000.0,-401000.0,-4647000.0
Net Other Investing Changes,-497000.0,7000.0,,
Net Investment Purchase And Sale,1500000.0,0.0,,
Sale Of Investment,1500000.0,0.0,,
Net Business Purchase And Sale,0.0,0.0,,
Sale Of Business,0.0,0.0,,
Net Intangibles Purchase And Sale,,0.0,-444000.0,0.0
Purchase Of Intangibles,,0.0,-444000.0,0.0
Net PPE Purchase And Sale,,8000.0,43000.0,-4647000.0
Sale Of PPE,,8000.0,43000.0,0.0
Purchase Of PPE,,,,-4647000.0
Operating Cash Flow,-14337000.0,-10168000.0,-13179000.0,-3044594.0
Interest Paid Cfo,,-1300000.0,0.0,
Change In Working Capital,-359000.0,5954000.0,303000.0,-1986.0
Change In Other Current Liabilities,,3512000.0,-421000.0,-316.0
Change In Receivables,,2441000.0,724000.0,-1670.0
Other Non Cash Items,-3775000.0,-1300000.0,10116000.0,
Depreciation And Amortization,275000.0,27354000.0,54208000.0,0.0
Amortization Cash Flow,,27354000.0,51671000.0,0.0
Depreciation,275000.0,27354000.0,2537000.0,
Net Income From Continuing Operations,-11012000.0,-42176000.0,-77806000.0,-3042608.0
