,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,72192000.0,-39516000.0,128877000.0,45696000.0,
Repayment Of Debt,,-14171000.0,-99675000.0,-206129000.0,-12814000.0
Issuance Of Debt,132849000.0,100000000.0,0.0,148344000.0,
Issuance Of Capital Stock,938000.0,12000.0,1219000.0,1942000.0,
Capital Expenditure,-13091000.0,-13386000.0,-24139000.0,-16821000.0,
End Cash Position,103061000.0,2805000.0,51865000.0,117497000.0,
Other Cash Adjustment Outside Changein Cash,,-100000.0,2000.0,,
Beginning Cash Position,2805000.0,51865000.0,117497000.0,214129000.0,
Effect Of Exchange Rate Changes,-2441000.0,350000.0,1620000.0,454000.0,
Changes In Cash,102697000.0,-49410000.0,-67254000.0,-97086000.0,
Financing Cash Flow,113104000.0,29619000.0,-167677000.0,-57492000.0,
Net Other Financing Charges,1000.0,-14171000.0,,-1649000.0,
Cash Dividends Paid,,-32864000.0,-43819000.0,,
Common Stock Dividend Paid,0.0,-32864000.0,-43819000.0,0.0,
Net Common Stock Issuance,938000.0,12000.0,1219000.0,1942000.0,
Common Stock Issuance,938000.0,12000.0,1219000.0,1942000.0,
Net Issuance Payments Of Debt,132849000.0,100000000.0,-99675000.0,-57785000.0,
Net Long Term Debt Issuance,132849000.0,100000000.0,-99675000.0,-57785000.0,
Long Term Debt Payments,,-14171000.0,-99675000.0,-206129000.0,-12814000.0
Long Term Debt Issuance,132849000.0,100000000.0,0.0,148344000.0,
Investing Cash Flow,-95690000.0,-52899000.0,-52593000.0,-102111000.0,
Net Other Investing Changes,-1779000.0,-100000.0,,,2818000.0
Net Investment Purchase And Sale,,,,0.0,-2274000.0
Purchase Of Investment,,,,0.0,-2274000.0
Net Business Purchase And Sale,-80820000.0,-39513000.0,-28454000.0,-85290000.0,
Purchase Of Business,-80820000.0,-39513000.0,-28454000.0,-85290000.0,
Net Intangibles Purchase And Sale,-6277000.0,-5637000.0,-7201000.0,-3250000.0,
Purchase Of Intangibles,-6277000.0,-5637000.0,-7201000.0,-3250000.0,
Net PPE Purchase And Sale,-6814000.0,-7749000.0,-16938000.0,-13571000.0,
Sale Of PPE,,,,,0.0
Purchase Of PPE,-6814000.0,-7749000.0,-16938000.0,-13571000.0,
Operating Cash Flow,85283000.0,-26130000.0,153016000.0,62517000.0,
Taxes Refund Paid,-6073000.0,-5786000.0,-40959000.0,-34094000.0,
Interest Received Cfo,3552000.0,3727000.0,955000.0,808000.0,
Interest Paid Cfo,-28662000.0,-16534000.0,-7008000.0,-6415000.0,
Change In Working Capital,49091000.0,-116838000.0,65325000.0,-43726000.0,
Change In Other Current Liabilities,-26716000.0,-128505000.0,67059000.0,-77101000.0,
Change In Other Current Assets,71600000.0,4282000.0,2875000.0,51414000.0,
Change In Inventory,4196000.0,7385000.0,-4609000.0,-18039000.0,
Change In Receivables,71611000.0,4282000.0,,51414000.0,-43249000.0
Other Non Cash Items,-17569000.0,-5385000.0,-9788000.0,-9640000.0,
Depreciation And Amortization,50122000.0,44312000.0,42000000.0,37593000.0,
Amortization Cash Flow,,6994000.0,2678000.0,3559000.0,
Depreciation,50122000.0,37318000.0,39322000.0,34034000.0,
Net Income From Continuing Operations,34821000.0,70374000.0,102494000.0,117990000.0,
