,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-37046000.0,-34817000.0,-26947000.0,-27141504.0
Issuance Of Capital Stock,40171000.0,26284000.0,36860000.0,0.0
Capital Expenditure,-16781000.0,-19604000.0,-16633000.0,-17321738.0
End Cash Position,15496000.0,22026000.0,32038000.0,28835537.0
Other Cash Adjustment Outside Changein Cash,-1000.0,,,
Beginning Cash Position,22026000.0,32038000.0,28835000.0,55977041.0
Changes In Cash,-6529000.0,-10012000.0,3203000.0,-27141504.0
Financing Cash Flow,30517000.0,24805000.0,30150000.0,0.0
Net Other Financing Charges,-1000.0,,,
Net Common Stock Issuance,40171000.0,26284000.0,36860000.0,0.0
Common Stock Issuance,40171000.0,26284000.0,36860000.0,0.0
Investing Cash Flow,-16781000.0,-19604000.0,-16633000.0,-17321738.0
Net Intangibles Purchase And Sale,-16781000.0,-19604000.0,-16633000.0,-17321738.0
Purchase Of Intangibles,-16781000.0,-19604000.0,-16633000.0,-17321738.0
Operating Cash Flow,-20265000.0,-15213000.0,-10314000.0,-9819766.0
Change In Working Capital,288000.0,1267000.0,2774000.0,-2267760.0
Change In Other Current Liabilities,73000.0,3243000.0,2868000.0,-1572261.0
Change In Receivables,215000.0,-1976000.0,-94000.0,-695499.0
Net Income From Continuing Operations,-20553000.0,-16480000.0,-13088000.0,-7552006.0
