,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-26257407.0,-22581111.0,-23998912.0,-28793418.0,
Repayment Of Debt,-624996.0,0.0,-1500000.0,,0.0
Issuance Of Debt,0.0,9000000.0,8500000.0,5500000.0,
Issuance Of Capital Stock,41118780.0,5800000.0,26500000.0,0.0,
Capital Expenditure,-4496054.0,,-167707.0,-6796801.0,-1305869.0
End Cash Position,11834214.0,1477607.0,9591264.0,288632.0,
Beginning Cash Position,1477607.0,9591264.0,288632.0,22283725.0,
Changes In Cash,10356607.0,-8113657.0,9302632.0,-21995093.0,
Financing Cash Flow,36614014.0,14467454.0,33301544.0,5500000.0,
Net Common Stock Issuance,41118780.0,5800000.0,26500000.0,0.0,
Common Stock Issuance,41118780.0,5800000.0,26500000.0,0.0,
Net Issuance Payments Of Debt,-624996.0,9000000.0,7000000.0,5500000.0,
Net Short Term Debt Issuance,0.0,6000000.0,7000000.0,5500000.0,
Short Term Debt Payments,,0.0,-1500000.0,,
Short Term Debt Issuance,0.0,6000000.0,8500000.0,5500000.0,
Net Long Term Debt Issuance,-624996.0,3000000.0,0.0,,0.0
Long Term Debt Payments,-624996.0,0.0,,,0.0
Long Term Debt Issuance,0.0,3000000.0,0.0,,
Investing Cash Flow,-4496054.0,0.0,-167707.0,-5498476.0,
Net Investment Purchase And Sale,,,0.0,1298325.0,0.0
Sale Of Investment,,,0.0,1298325.0,0.0
Net Business Purchase And Sale,,,,,0.0
Purchase Of Business,,,,,0.0
Net Intangibles Purchase And Sale,-4496054.0,0.0,0.0,-6783680.0,
Purchase Of Intangibles,-4496054.0,0.0,0.0,-6783680.0,
Net PPE Purchase And Sale,0.0,0.0,-167707.0,-13121.0,
Purchase Of PPE,0.0,0.0,-167707.0,-13121.0,
Operating Cash Flow,-21761353.0,-22581111.0,-23831205.0,-21996617.0,
Interest Paid Cfo,-2027302.0,-728074.0,-195271.0,-87409.0,
Change In Working Capital,3550268.0,-1338473.0,-710754.0,-1321689.0,
Change In Other Current Liabilities,3245974.0,-664857.0,1654326.0,543228.0,
Change In Receivables,304294.0,-673616.0,-2365080.0,-1864917.0,
Depreciation And Amortization,1814020.0,1950197.0,,,
Depreciation,1814020.0,1950197.0,,,
Net Income From Continuing Operations,-25098339.0,-22464761.0,-24867278.0,-22460701.0,
