,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,18766000.0,35920000.0,27686000.0,27552000.0,
Repayment Of Debt,-6944000.0,-14455000.0,-13137000.0,-28561000.0,
Issuance Of Debt,,,0.0,0.0,600000.0
Issuance Of Capital Stock,19833000.0,0.0,,,
Capital Expenditure,-37128000.0,-38166000.0,-31733000.0,-29596000.0,
End Cash Position,78415000.0,70203000.0,93471000.0,94007000.0,
Other Cash Adjustment Outside Changein Cash,,1000.0,,-1000.0,
Beginning Cash Position,70203000.0,93471000.0,94007000.0,88715000.0,
Effect Of Exchange Rate Changes,2070000.0,-374000.0,7972000.0,3207000.0,
Changes In Cash,6142000.0,-22895000.0,-8508000.0,2086000.0,
Financing Cash Flow,-5000000.0,-33764000.0,-26915000.0,-41068000.0,
Net Common Stock Issuance,19833000.0,0.0,,,
Common Stock Issuance,19833000.0,0.0,,,
Net Issuance Payments Of Debt,-6944000.0,-14455000.0,-13137000.0,-28561000.0,
Net Long Term Debt Issuance,-6944000.0,-14455000.0,-13137000.0,-28561000.0,
Long Term Debt Payments,-6944000.0,-14455000.0,-13137000.0,-28561000.0,
Long Term Debt Issuance,,,0.0,0.0,600000.0
Investing Cash Flow,-44752000.0,-63217000.0,-41012000.0,-13994000.0,
Net Other Investing Changes,-1000.0,-1000.0,-1000.0,,
Net Investment Purchase And Sale,-837000.0,-22772000.0,-9278000.0,-2051000.0,
Purchase Of Investment,-837000.0,-22772000.0,-9278000.0,-2051000.0,
Net Business Purchase And Sale,-6806000.0,-2278000.0,0.0,17653000.0,
Sale Of Business,,,0.0,17653000.0,0.0
Purchase Of Business,-6806000.0,-2278000.0,0.0,,
Net Intangibles Purchase And Sale,-35159000.0,-35741000.0,-30008000.0,-26908000.0,
Purchase Of Intangibles,-35159000.0,-35741000.0,-30008000.0,-26908000.0,
Net PPE Purchase And Sale,-1949000.0,-2425000.0,-1725000.0,-2688000.0,
Sale Of PPE,20000.0,0.0,,,
Purchase Of PPE,-1969000.0,-2425000.0,-1725000.0,-2688000.0,
Operating Cash Flow,55894000.0,74086000.0,59419000.0,57148000.0,
Taxes Refund Paid,-9858000.0,-8166000.0,2150000.0,-5111000.0,
Change In Working Capital,-54174000.0,2257000.0,-19561000.0,17364000.0,
Change In Other Current Liabilities,4491000.0,52140000.0,36214000.0,63364000.0,
Change In Receivables,-58665000.0,-49883000.0,-55775000.0,-46000000.0,
Other Non Cash Items,4770000.0,2240000.0,2048000.0,180000.0,
Stock Based Compensation,2256000.0,0.0,629000.0,2128000.0,
Depreciation And Amortization,49801000.0,51257000.0,35899000.0,32574000.0,
Depreciation,49801000.0,51257000.0,35899000.0,32574000.0,
Net Foreign Currency Exchange Gain Loss,9199000.0,-769000.0,9398000.0,1516000.0,
Gain Loss On Sale Of Business,23704000.0,0.0,-2648000.0,-9291000.0,
Net Income From Continuing Operations,6184000.0,33889000.0,33432000.0,27421000.0,
