,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-12120000.0,-6711000.0,-16970000.0,-21031000.0,
Issuance Of Capital Stock,0.0,0.0,0.0,255634000.0,
End Cash Position,242000.0,310000.0,17611000.0,105715000.0,
Other Cash Adjustment Outside Changein Cash,,1000.0,,,
Beginning Cash Position,310000.0,17611000.0,105715000.0,746000.0,
Changes In Cash,-68000.0,-17301000.0,-88104000.0,104969000.0,
Financing Cash Flow,0.0,0.0,0.0,235040000.0,
Net Common Stock Issuance,0.0,0.0,0.0,255634000.0,
Common Stock Issuance,0.0,0.0,0.0,255634000.0,
Net Issuance Payments Of Debt,0.0,0.0,,,
Net Long Term Debt Issuance,0.0,0.0,,,
Investing Cash Flow,12052000.0,-10590000.0,-71134000.0,-109040000.0,
Net Other Investing Changes,890000.0,1230000.0,-9264000.0,-1657000.0,
Net Investment Purchase And Sale,11341000.0,-4590000.0,-55397000.0,-107253000.0,
Sale Of Investment,16273000.0,13735000.0,1037000.0,0.0,
Purchase Of Investment,-4932000.0,-18325000.0,-56434000.0,-107253000.0,
Net Business Purchase And Sale,0.0,-1162000.0,-1018000.0,-130000.0,
Sale Of Business,0.0,0.0,7000.0,0.0,
Purchase Of Business,0.0,-1162000.0,-1025000.0,-130000.0,
Operating Cash Flow,-12120000.0,-6711000.0,-16970000.0,-21031000.0,
Interest Received Cfo,134000.0,272000.0,1716000.0,288000.0,
Interest Paid Cfo,-4000.0,-208000.0,,-50.0,0.0
Change In Working Capital,-2059000.0,6920000.0,-2453000.0,-9913000.0,
Change In Other Current Liabilities,-1922000.0,1279000.0,-1441000.0,-1449000.0,
Change In Receivables,-137000.0,5641000.0,-1012000.0,-8464000.0,
Other Non Cash Items,-7480000.0,-3524000.0,,288660.0,
Gain Loss On Sale Of PPE,,,,0.0,65487.0
Net Income From Continuing Operations,-10191000.0,-13695000.0,-15031000.0,-11406000.0,
