,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,1307000000.0,396000000.0,233000000.0,177000000.0,
Repurchase Of Capital Stock,,,0.0,-69000000.0,-43000000.0
Repayment Of Debt,-1796000000.0,-887000000.0,-504000000.0,-2550000000.0,
Issuance Of Debt,2664000000.0,2268000000.0,1503000000.0,2311000000.0,
Issuance Of Capital Stock,1000000.0,21000000.0,25000000.0,40000000.0,
Capital Expenditure,-1060000000.0,-670000000.0,-539000000.0,-342000000.0,
End Cash Position,1530000000.0,1532000000.0,914000000.0,674000000.0,
Other Cash Adjustment Outside Changein Cash,1000000.0,-1000000.0,-1000000.0,1000000.0,
Beginning Cash Position,1532000000.0,914000000.0,674000000.0,970000000.0,
Effect Of Exchange Rate Changes,28000000.0,-40000000.0,56000000.0,28000000.0,
Changes In Cash,-31000000.0,659000000.0,185000000.0,-325000000.0,
Financing Cash Flow,467000000.0,1011000000.0,743000000.0,-503000000.0,
Net Other Financing Charges,16000000.0,-60000000.0,-3000000.0,-1000000.0,
Cash Dividends Paid,-237000000.0,-173000000.0,-154000000.0,-127000000.0,
Net Common Stock Issuance,1000000.0,21000000.0,25000000.0,-29000000.0,
Common Stock Payments,,,0.0,-69000000.0,-43000000.0
Common Stock Issuance,1000000.0,21000000.0,25000000.0,40000000.0,
Net Issuance Payments Of Debt,868000000.0,1381000000.0,999000000.0,-239000000.0,
Net Long Term Debt Issuance,868000000.0,1381000000.0,999000000.0,-239000000.0,
Long Term Debt Payments,-1796000000.0,-887000000.0,-504000000.0,-2550000000.0,
Long Term Debt Issuance,2664000000.0,2268000000.0,1503000000.0,2311000000.0,
Investing Cash Flow,-2865000000.0,-1418000000.0,-1330000000.0,-341000000.0,
Net Other Investing Changes,,,-1000000.0,-1000000.0,1000000.0
Net Investment Purchase And Sale,,,-62000000.0,0.0,
Purchase Of Investment,,,-62000000.0,0.0,
Net Business Purchase And Sale,-1806000000.0,-748000000.0,-817000000.0,0.0,
Purchase Of Business,-1806000000.0,-748000000.0,-817000000.0,0.0,
Net Intangibles Purchase And Sale,-297000000.0,-347000000.0,-317000000.0,-204000000.0,
Sale Of Intangibles,1000000.0,0.0,0.0,0.0,
Purchase Of Intangibles,-298000000.0,-347000000.0,-317000000.0,-204000000.0,
Net PPE Purchase And Sale,-762000000.0,-323000000.0,-195000000.0,-136000000.0,
Sale Of PPE,,0.0,27000000.0,2000000.0,14000000.0
Purchase Of PPE,-762000000.0,-323000000.0,-222000000.0,-138000000.0,
Operating Cash Flow,2367000000.0,1066000000.0,772000000.0,519000000.0,
Taxes Refund Paid,-623000000.0,-390000000.0,-233000000.0,-181000000.0,
Interest Paid Cfo,-334000000.0,-312000000.0,-121000000.0,-99000000.0,
Change In Working Capital,820000000.0,-346000000.0,-84000000.0,-175000000.0,
Change In Other Current Assets,313000000.0,-268000000.0,1096000000.0,96000000.0,
Change In Payable,293000000.0,-60000000.0,397000000.0,204000000.0,
Change In Inventory,-137000000.0,271000000.0,-706000000.0,-316000000.0,
Change In Receivables,275000000.0,-278000000.0,-871000000.0,-159000000.0,
Other Non Cash Items,21000000.0,43000000.0,-24000000.0,16000000.0,
Provisionand Write Offof Assets,,-11000000.0,-24000000.0,-97000000.0,-1000000.0
Depreciation And Amortization,646000000.0,485000000.0,377000000.0,303000000.0,
Amortization Cash Flow,249000000.0,157000000.0,,,
Depreciation,397000000.0,328000000.0,377000000.0,303000000.0,
Net Income From Continuing Operations,1841000000.0,1586000000.0,881000000.0,753000000.0,
