,2024-08-31,2023-08-31,2022-08-31,2021-08-31
Free Cash Flow,-26616000.0,-24089000.0,-39399000.0,-27152000.0
Repayment Of Debt,-2033000.0,-717000.0,-7133000.0,
Issuance Of Debt,17307000.0,0.0,21776000.0,
Issuance Of Capital Stock,18162000.0,0.0,44945000.0,43946000.0
Capital Expenditure,-2909000.0,-862000.0,-24398000.0,-23086000.0
End Cash Position,15303000.0,8528000.0,33334000.0,13145000.0
Beginning Cash Position,8528000.0,33334000.0,13145000.0,0.0
Changes In Cash,6775000.0,-24806000.0,20189000.0,13145000.0
Financing Cash Flow,33436000.0,-717000.0,59588000.0,43946000.0
Net Common Stock Issuance,18162000.0,0.0,44945000.0,43946000.0
Common Stock Issuance,18162000.0,0.0,44945000.0,43946000.0
Net Issuance Payments Of Debt,15274000.0,-717000.0,14643000.0,
Net Long Term Debt Issuance,15274000.0,-717000.0,14643000.0,
Long Term Debt Payments,-2033000.0,-717000.0,-7133000.0,
Long Term Debt Issuance,17307000.0,0.0,21776000.0,
Investing Cash Flow,-2954000.0,-862000.0,-24398000.0,-26735000.0
Net Investment Purchase And Sale,-45000.0,0.0,0.0,-3649000.0
Purchase Of Investment,-45000.0,0.0,0.0,-3649000.0
Net Intangibles Purchase And Sale,-2909000.0,-862000.0,-24398000.0,-23086000.0
Purchase Of Intangibles,-2909000.0,-862000.0,-24398000.0,-23086000.0
Operating Cash Flow,-23707000.0,-23227000.0,-15001000.0,-4066000.0
Change In Working Capital,-9821000.0,-5371000.0,-1363000.0,884000.0
Change In Other Current Liabilities,141000.0,6122000.0,-847000.0,1385000.0
Change In Payable,,,,1426000.0
Change In Inventory,-2890000.0,-331000.0,-1774000.0,
Change In Receivables,-7072000.0,-11162000.0,1258000.0,-1927000.0
Other Non Cash Items,5000.0,279000.0,,
Stock Based Compensation,-86000.0,68000.0,148000.0,
Depreciation And Amortization,1738000.0,1255000.0,1006000.0,
Depreciation,1738000.0,1255000.0,1006000.0,
Net Foreign Currency Exchange Gain Loss,-134000.0,-27000.0,-125000.0,
Net Income From Continuing Operations,-15409000.0,-19431000.0,-14667000.0,-5557000.0
