,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,85439000.0,75614000.0,14124000.0,57060000.0,
Repayment Of Debt,-24867000.0,-26776000.0,-26346000.0,-27645000.0,
Issuance Of Debt,68067000.0,20525000.0,32398000.0,19200000.0,
Capital Expenditure,-66280000.0,-60371000.0,-53273000.0,-43177000.0,
End Cash Position,61691000.0,39432000.0,31976000.0,38560000.0,
Other Cash Adjustment Outside Changein Cash,1000.0,,-1000.0,1000.0,
Beginning Cash Position,39432000.0,31976000.0,38560000.0,24785000.0,
Effect Of Exchange Rate Changes,124000.0,158000.0,397000.0,321000.0,
Changes In Cash,22134000.0,7298000.0,-6980000.0,13453000.0,
Financing Cash Flow,-42105000.0,-67969000.0,-21213000.0,-47902000.0,
Cash Dividends Paid,-16887000.0,-14475000.0,-14475000.0,-14475000.0,
Common Stock Dividend Paid,,,,,-7237000.0
Net Issuance Payments Of Debt,43200000.0,-6251000.0,6052000.0,-8445000.0,
Net Short Term Debt Issuance,0.0,0.0,,,
Net Long Term Debt Issuance,43200000.0,-6251000.0,6052000.0,-8445000.0,
Long Term Debt Payments,-24867000.0,-26776000.0,-26346000.0,-27645000.0,
Long Term Debt Issuance,68067000.0,20525000.0,32398000.0,19200000.0,
Investing Cash Flow,-87480000.0,-60718000.0,-53164000.0,-38882000.0,
Net Investment Purchase And Sale,-21260000.0,-1557000.0,0.0,0.0,
Purchase Of Investment,-21260000.0,-1557000.0,0.0,0.0,
Net Business Purchase And Sale,,,0.0,650000.0,200000.0
Sale Of Business,,,0.0,650000.0,200000.0
Net Intangibles Purchase And Sale,-5777000.0,-3007000.0,-164000.0,-957000.0,
Purchase Of Intangibles,-5777000.0,-3007000.0,-164000.0,-957000.0,
Net PPE Purchase And Sale,-60443000.0,-56154000.0,-53000000.0,-38575000.0,
Sale Of PPE,60000.0,1210000.0,109000.0,3645000.0,
Purchase Of PPE,-60503000.0,-57364000.0,-53109000.0,-42220000.0,
Operating Cash Flow,151719000.0,135985000.0,67397000.0,100237000.0,
Taxes Refund Paid,-4823000.0,-381000.0,-2024000.0,-1782000.0,
Interest Received Cfo,64000.0,150000.0,21000.0,57000.0,
Interest Paid Cfo,-24407000.0,-11299000.0,-5478000.0,-4427000.0,
Change In Working Capital,7434000.0,-1894000.0,-20381000.0,799000.0,
Change In Other Current Liabilities,-1515000.0,17223000.0,4410000.0,8894000.0,
Change In Inventory,-3142000.0,-4647000.0,-4693000.0,-8597000.0,
Change In Receivables,12091000.0,-14470000.0,-20098000.0,502000.0,
Deferred Tax,58000.0,52000.0,100000.0,0.0,
Depreciation And Amortization,106402000.0,77202000.0,42811000.0,52096000.0,
Amortization Cash Flow,541000.0,,,,
Depreciation,105861000.0,77202000.0,42811000.0,52096000.0,
Gain Loss On Sale Of PPE,-37000.0,911000.0,-16000.0,-2724000.0,
Net Income From Continuing Operations,66278000.0,70289000.0,52365000.0,56219000.0,
