,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,121700000.0,106300000.0,16931000.0,10014000.0
Repayment Of Debt,-39100000.0,-373600000.0,0.0,0.0
Issuance Of Debt,153000000.0,427800000.0,137016000.0,97535000.0
Issuance Of Capital Stock,286500000.0,110300000.0,110580000.0,190745000.0
Capital Expenditure,-52400000.0,-26500000.0,-39805000.0,-9124000.0
End Cash Position,286300000.0,190400000.0,148682000.0,246126000.0
Other Cash Adjustment Outside Changein Cash,,-100000.0,1000.0,
Beginning Cash Position,190400000.0,148700000.0,246126000.0,145184000.0
Effect Of Exchange Rate Changes,4300000.0,700000.0,4472000.0,-439000.0
Changes In Cash,91600000.0,41100000.0,-101917000.0,101381000.0
Financing Cash Flow,304000000.0,97500000.0,223461000.0,273573000.0
Net Other Financing Charges,-6400000.0,-16300000.0,,3593000.0
Net Common Stock Issuance,286500000.0,110300000.0,110580000.0,190745000.0
Common Stock Issuance,286500000.0,110300000.0,110580000.0,190745000.0
Net Issuance Payments Of Debt,56000000.0,26900000.0,137016000.0,97535000.0
Net Short Term Debt Issuance,-57900000.0,-27300000.0,0.0,0.0
Net Long Term Debt Issuance,113900000.0,54200000.0,137016000.0,97535000.0
Long Term Debt Payments,-39100000.0,-373600000.0,0.0,0.0
Long Term Debt Issuance,153000000.0,427800000.0,137016000.0,97535000.0
Investing Cash Flow,-386500000.0,-189200000.0,-382114000.0,-191330000.0
Net Other Investing Changes,100000.0,-100000.0,-1000.0,
Net Investment Purchase And Sale,200000.0,-600000.0,0.0,0.0
Net Business Purchase And Sale,-336400000.0,-162300000.0,-342308000.0,-182206000.0
Purchase Of Business,-336400000.0,-162300000.0,-342308000.0,-182206000.0
Net Intangibles Purchase And Sale,-4200000.0,-4300000.0,-4702000.0,-5337000.0
Purchase Of Intangibles,-4200000.0,-4300000.0,-4702000.0,-5337000.0
Net PPE Purchase And Sale,-46200000.0,-21900000.0,-35103000.0,-3787000.0
Sale Of PPE,2000000.0,300000.0,0.0,0.0
Purchase Of PPE,-48200000.0,-22200000.0,-35103000.0,-3787000.0
Operating Cash Flow,174100000.0,132800000.0,56736000.0,19138000.0
Taxes Refund Paid,-46500000.0,-33700000.0,-23503000.0,-11216000.0
Interest Received Cfo,7600000.0,7700000.0,590000.0,1270000.0
Interest Paid Cfo,-37000000.0,-28100000.0,-18876000.0,-11525000.0
Change In Working Capital,13300000.0,-10300000.0,-51002000.0,-18204000.0
Change In Other Current Liabilities,-10500000.0,17800000.0,4623000.0,9516000.0
Change In Payable,-18300000.0,2900000.0,-5009000.0,-2439000.0
Change In Inventory,24100000.0,-15500000.0,-33170000.0,-4603000.0
Change In Receivables,18000000.0,-15500000.0,-17446000.0,-20678000.0
Other Non Cash Items,-300000.0,5400000.0,5403000.0,
Depreciation And Amortization,85000000.0,56000000.0,39095000.0,25226000.0
Depreciation,85000000.0,56000000.0,39095000.0,25226000.0
Net Foreign Currency Exchange Gain Loss,1200000.0,3000000.0,8912000.0,-871000.0
Net Income From Continuing Operations,150700000.0,132600000.0,96117000.0,34458000.0
