,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,5879000.0,2778000.0,-6508000.0,-6050214.88,
Repayment Of Debt,-6574000.0,-2263000.0,-134000.0,-354161.65,
Issuance Of Debt,7619000.0,2730000.0,0.0,52212.0,
Issuance Of Capital Stock,0.0,4856000.0,33035000.0,7616863.57,
Capital Expenditure,,-677000.0,-1061000.0,-62608.3,-123238.25
End Cash Position,8114000.0,7726000.0,3814000.0,4151045.22,
Other Cash Adjustment Outside Changein Cash,,1000.0,,,
Beginning Cash Position,7726000.0,3814000.0,4151000.0,2604581.17,
Changes In Cash,388000.0,3912000.0,-337000.0,1546464.05,
Financing Cash Flow,1143000.0,5576000.0,33109000.0,7596678.93,
Net Other Financing Charges,98000.0,253000.0,208000.0,281765.01,
Net Common Stock Issuance,0.0,4856000.0,33035000.0,7616863.57,
Common Stock Issuance,0.0,4856000.0,33035000.0,7616863.57,
Net Issuance Payments Of Debt,1045000.0,467000.0,-134000.0,-301949.65,
Net Short Term Debt Issuance,1822000.0,0.0,,,-681636.99
Short Term Debt Payments,0.0,0.0,,,-681636.99
Short Term Debt Issuance,1822000.0,0.0,,,0.0
Net Long Term Debt Issuance,-777000.0,467000.0,-134000.0,-301949.65,
Long Term Debt Payments,-6574000.0,-2263000.0,-134000.0,-354161.65,
Long Term Debt Issuance,5797000.0,2730000.0,0.0,52212.0,
Investing Cash Flow,-6634000.0,-4442000.0,-27999000.0,-62608.3,
Net Other Investing Changes,,,1000.0,,
Dividends Received Cfi,0.0,0.0,0.0,0.0,
Net Investment Purchase And Sale,-6651000.0,-677000.0,,,
Sale Of Investment,0.0,0.0,,,
Purchase Of Investment,-6651000.0,-677000.0,,,
Net Business Purchase And Sale,0.0,-3765000.0,-26939000.0,0.0,
Purchase Of Business,0.0,-3765000.0,-26939000.0,0.0,
Net Intangibles Purchase And Sale,,-677000.0,-1061000.0,-62608.3,-123238.25
Purchase Of Intangibles,,-677000.0,-1061000.0,-62608.3,-123238.25
Net PPE Purchase And Sale,17000.0,0.0,0.0,,
Sale Of PPE,17000.0,0.0,0.0,,
Operating Cash Flow,5879000.0,2778000.0,-5447000.0,-5987606.58,
Interest Received Cfo,,111000.0,35000.0,17220.55,106673.18
Interest Paid Cfo,-1273000.0,-1375000.0,-335000.0,-1216737.94,
Change In Working Capital,808000.0,-2263000.0,-1566000.0,-520991.65,
Change In Payable,1820000.0,180000.0,-307000.0,-355569.51,
Change In Inventory,-252000.0,-947000.0,-240000.0,-699447.17,
Change In Receivables,-760000.0,-1496000.0,-1019000.0,534025.03,
Other Non Cash Items,,1466000.0,298000.0,1083143.17,968589.55
Depreciation And Amortization,,5281000.0,186000.0,386977.33,487592.19
Depreciation,,5281000.0,186000.0,386977.33,487592.19
Net Income From Continuing Operations,-20556000.0,-332000.0,-4064000.0,-5737218.04,
