,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-6813354.0,-1509392.0,-1533824.0,-2003107.0
Issuance Of Capital Stock,12712728.0,300100.0,2584435.0,2064949.0
End Cash Position,9568671.0,128236.0,1253348.0,284202.0
Beginning Cash Position,128236.0,1253348.0,284202.0,168238.0
Changes In Cash,9440435.0,-1125112.0,969146.0,115964.0
Financing Cash Flow,16340706.0,384280.0,2502970.0,2119071.0
Cash Flow From Continuing Financing Activities,16340706.0,384280.0,2502970.0,2119071.0
Net Other Financing Charges,-1198258.0,-16444.0,-81465.0,-131378.0
Proceeds From Stock Option Exercised,4826236.0,100624.0,0.0,185500.0
Net Common Stock Issuance,12712728.0,300100.0,2584435.0,2064949.0
Common Stock Issuance,12712728.0,300100.0,2584435.0,2064949.0
Investing Cash Flow,-86917.0,0.0,,
Cash Flow From Continuing Investing Activities,-86917.0,0.0,,
Net Other Investing Changes,-101043.0,,,
Net Business Purchase And Sale,14126.0,0.0,,
Sale Of Business,14126.0,0.0,,
Operating Cash Flow,-6813354.0,-1509392.0,-1533824.0,-2003107.0
Cash Flow From Continuing Operating Activities,-6813354.0,-1509392.0,-1533824.0,-2003107.0
Change In Working Capital,459493.0,24310.0,131801.0,-64344.0
Change In Payables And Accrued Expense,1566426.0,54753.0,97195.0,-23344.0
Change In Prepaid Assets,-910489.0,-29127.0,37276.0,-19986.0
Change In Receivables,-196444.0,-1316.0,-2670.0,-21014.0
Stock Based Compensation,2747251.0,293824.0,0.0,1203969.0
Asset Impairment Charge,844217.0,0.0,,
Net Income From Continuing Operations,-10864315.0,-1827526.0,-1665625.0,-3142732.0
