,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-36500000.0,55900000.0,45617000.0,-70122000.0,
Repayment Of Debt,-134700000.0,-50800000.0,-29045000.0,-113397000.0,
Issuance Of Debt,40900000.0,0.0,47425000.0,77357000.0,
Issuance Of Capital Stock,,96300000.0,225000.0,0.0,102708000.0
Capital Expenditure,-43900000.0,-45000000.0,-25077000.0,-30681000.0,
End Cash Position,39200000.0,42200000.0,14603000.0,27832000.0,
Other Cash Adjustment Outside Changein Cash,100000.0,-100000.0,,,
Beginning Cash Position,42200000.0,14600000.0,27832000.0,44267000.0,
Effect Of Exchange Rate Changes,500000.0,-100000.0,1026000.0,0.0,
Changes In Cash,-3600000.0,27800000.0,-14255000.0,-16435000.0,
Financing Cash Flow,39100000.0,-28600000.0,-40503000.0,-500000.0,
Net Other Financing Charges,186300000.0,-37800000.0,-18923000.0,64258000.0,
Cash Dividends Paid,-15500000.0,,-5432000.0,,
Common Stock Dividend Paid,-15500000.0,0.0,-5432000.0,,
Net Common Stock Issuance,,96300000.0,225000.0,0.0,102708000.0
Common Stock Issuance,,96300000.0,225000.0,0.0,102708000.0
Net Issuance Payments Of Debt,-93800000.0,-50800000.0,18380000.0,-36040000.0,
Net Short Term Debt Issuance,,,,0.0,-33821000.0
Net Long Term Debt Issuance,-93800000.0,-50800000.0,18380000.0,-36040000.0,
Long Term Debt Payments,-134700000.0,-50800000.0,-29045000.0,-113397000.0,
Long Term Debt Issuance,40900000.0,0.0,47425000.0,77357000.0,
Investing Cash Flow,-50100000.0,-44500000.0,-44446000.0,23506000.0,
Net Other Investing Changes,-100000.0,100000.0,,,
Net Investment Purchase And Sale,,0.0,-800000.0,0.0,-5014000.0
Sale Of Investment,,,,0.0,97000.0
Purchase Of Investment,,0.0,-800000.0,0.0,-5111000.0
Net Business Purchase And Sale,-6100000.0,0.0,-18569000.0,54106000.0,
Sale Of Business,,,,54106000.0,
Purchase Of Business,-6100000.0,0.0,-18569000.0,0.0,
Net Intangibles Purchase And Sale,-15400000.0,-45000000.0,,,
Purchase Of Intangibles,-15400000.0,-45000000.0,,,
Net PPE Purchase And Sale,-28500000.0,400000.0,-25077000.0,-30600000.0,
Sale Of PPE,,400000.0,0.0,81000.0,
Purchase Of PPE,-28500000.0,-44997000.0,-25077000.0,-30681000.0,
Operating Cash Flow,7400000.0,100900000.0,70694000.0,-39441000.0,
Taxes Refund Paid,-22000000.0,-29100000.0,-3184000.0,-10516000.0,
Change In Working Capital,-141800000.0,-69100000.0,-74431000.0,-83677000.0,
Change In Other Current Liabilities,-138500000.0,-109100000.0,160396000.0,103712000.0,
Change In Inventory,126800000.0,10800000.0,-195310000.0,-138599000.0,
Change In Receivables,-130200000.0,29200000.0,-39517000.0,-48790000.0,
Other Non Cash Items,-10400000.0,-1300000.0,2666000.0,23926000.0,
Depreciation And Amortization,89900000.0,84500000.0,82351000.0,67949000.0,
Depreciation,89900000.0,84500000.0,82351000.0,67949000.0,
Net Income From Continuing Operations,91600000.0,115800000.0,63292000.0,-37123000.0,
