,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-1080000000.0,-1251000000.0,-516000000.0,-112000000.0
Repayment Of Debt,-6072000000.0,-1066000000.0,-2976000000.0,-769000000.0
Issuance Of Debt,5495000000.0,3289000000.0,3635000000.0,5395000000.0
Issuance Of Capital Stock,2028000000.0,0.0,750000000.0,547000000.0
Capital Expenditure,-1458000000.0,-1788000000.0,-1106000000.0,-385000000.0
End Cash Position,241000000.0,225000000.0,215000000.0,198000000.0
Other Cash Adjustment Outside Changein Cash,,,,1000000.0
Beginning Cash Position,225000000.0,215000000.0,198000000.0,395000000.0
Changes In Cash,16000000.0,10000000.0,17000000.0,-198000000.0
Financing Cash Flow,1125000000.0,1962000000.0,1230000000.0,4941000000.0
Net Other Financing Charges,-1000000.0,-1000000.0,,
Cash Dividends Paid,-255000000.0,-253000000.0,-174000000.0,-225000000.0
Common Stock Dividend Paid,-255000000.0,-253000000.0,-174000000.0,-225000000.0
Net Common Stock Issuance,2028000000.0,0.0,750000000.0,547000000.0
Common Stock Issuance,2028000000.0,0.0,750000000.0,547000000.0
Net Issuance Payments Of Debt,-577000000.0,2223000000.0,659000000.0,4626000000.0
Net Long Term Debt Issuance,-577000000.0,2223000000.0,659000000.0,4626000000.0
Long Term Debt Payments,-6072000000.0,-1066000000.0,-2976000000.0,-769000000.0
Long Term Debt Issuance,5495000000.0,3289000000.0,3635000000.0,5395000000.0
Investing Cash Flow,-1487000000.0,-2489000000.0,-1803000000.0,-5412000000.0
Net Other Investing Changes,441000000.0,-1000000.0,,
Net Investment Properties Purchase And Sale,-473000000.0,-420000000.0,-593000000.0,-4870000000.0
Purchase Of Investment Properties,-473000000.0,-420000000.0,-593000000.0,-4870000000.0
Net Business Purchase And Sale,,0.0,0.0,-35000000.0
Purchase Of Business,,0.0,0.0,-35000000.0
Net Intangibles Purchase And Sale,0.0,0.0,0.0,0.0
Sale Of Intangibles,0.0,0.0,,
Purchase Of Intangibles,,0.0,0.0,0.0
Net PPE Purchase And Sale,-1455000000.0,-1788000000.0,-1106000000.0,-385000000.0
Sale Of PPE,3000000.0,0.0,,
Purchase Of PPE,-1458000000.0,-1788000000.0,-1106000000.0,-385000000.0
Operating Cash Flow,378000000.0,537000000.0,590000000.0,273000000.0
Taxes Refund Paid,-8000000.0,-6000000.0,-7000000.0,-7000000.0
Interest Received Cfo,13000000.0,9000000.0,1000000.0,1000000.0
Interest Paid Cfo,-502000000.0,-375000000.0,-180000000.0,-203000000.0
Change In Working Capital,-49000000.0,93000000.0,90000000.0,-58000000.0
Change In Other Current Liabilities,7000000.0,132000000.0,111000000.0,-184000000.0
Change In Receivables,-56000000.0,-39000000.0,-21000000.0,126000000.0
Other Non Cash Items,,,,165000000.0
Depreciation And Amortization,2000000.0,12000000.0,10000000.0,6000000.0
Amortization Cash Flow,2000000.0,12000000.0,,
Depreciation,2000000.0,12000000.0,10000000.0,6000000.0
Net Income From Continuing Operations,923000000.0,804000000.0,675000000.0,368000000.0
