,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,12328000.0,17193000.0,6423000.0,-19257000.0,
Repayment Of Debt,,,0.0,0.0,-25275000.0
Capital Expenditure,,-13341000.0,-10072000.0,-16133000.0,-16704000.0
End Cash Position,19335000.0,22019000.0,18108000.0,11236000.0,
Other Cash Adjustment Outside Changein Cash,,,,1000.0,
Beginning Cash Position,22019000.0,18108000.0,11236000.0,30211000.0,
Effect Of Exchange Rate Changes,503000.0,59000.0,449000.0,281000.0,
Changes In Cash,-3187000.0,3852000.0,6423000.0,-19257000.0,
Financing Cash Flow,6750000.0,0.0,0.0,0.0,
Net Issuance Payments Of Debt,,,0.0,0.0,-25275000.0
Net Long Term Debt Issuance,,,0.0,0.0,-25275000.0
Long Term Debt Payments,,,0.0,0.0,-25275000.0
Investing Cash Flow,-22265000.0,-13341000.0,-10072000.0,-16133000.0,
Net Investment Properties Purchase And Sale,,,0.0,0.0,56756000.0
Sale Of Investment Properties,,,0.0,0.0,56756000.0
Net Business Purchase And Sale,,,,0.0,11452000.0
Sale Of Business,,,,0.0,11452000.0
Net Intangibles Purchase And Sale,,-9254000.0,-7791000.0,-13790000.0,-15716000.0
Purchase Of Intangibles,,-9254000.0,-7791000.0,-13790000.0,-15716000.0
Net PPE Purchase And Sale,,-4087000.0,-2281000.0,-2343000.0,-882000.0
Sale Of PPE,,,0.0,0.0,106000.0
Purchase Of PPE,,-4087000.0,-2281000.0,-2343000.0,-988000.0
Operating Cash Flow,12328000.0,17193000.0,16495000.0,-3124000.0,
Interest Received Cfo,,307000.0,58000.0,7000.0,9000.0
Interest Paid Cfo,,-358000.0,-261000.0,-242000.0,-2345000.0
Change In Working Capital,-9406000.0,-12338000.0,-5708000.0,-12321000.0,
Change In Other Current Liabilities,,10253000.0,-3040000.0,7013000.0,-2321000.0
Change In Inventory,,-4456000.0,-10191000.0,-5463000.0,1040000.0
Change In Receivables,,-18135000.0,7523000.0,-13871000.0,-2287000.0
Other Non Cash Items,,,-334000.0,78000.0,73000.0
Depreciation And Amortization,,10386000.0,15780000.0,10700000.0,8320000.0
Depreciation,,10386000.0,15780000.0,10700000.0,8320000.0
Gain Loss On Sale Of PPE,,,0.0,0.0,-101000.0
Net Income From Continuing Operations,,19196000.0,6960000.0,-1346000.0,-1491000.0
