,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-65273000.0,-124169000.0,-138312000.0,-84227000.0,
Repayment Of Debt,,,,,0.0
Issuance Of Debt,50000000.0,0.0,,,
Issuance Of Capital Stock,182012000.0,0.0,,0.0,9087000.0
Capital Expenditure,-46703000.0,-28482000.0,-17806000.0,-17889000.0,
End Cash Position,237458000.0,70809000.0,196857000.0,332507000.0,
Beginning Cash Position,70809000.0,196857000.0,332507000.0,416846000.0,
Effect Of Exchange Rate Changes,7070000.0,6589000.0,17714000.0,7442000.0,
Changes In Cash,159579000.0,-132637000.0,-153364000.0,-91781000.0,
Financing Cash Flow,224691000.0,-8780000.0,-8464000.0,-7520000.0,
Net Common Stock Issuance,182012000.0,0.0,,0.0,9087000.0
Common Stock Issuance,182012000.0,0.0,,0.0,9087000.0
Net Issuance Payments Of Debt,50000000.0,0.0,,,0.0
Net Short Term Debt Issuance,50000000.0,0.0,,,
Short Term Debt Issuance,50000000.0,0.0,,,
Net Long Term Debt Issuance,,,,,0.0
Long Term Debt Payments,,,,,0.0
Investing Cash Flow,-46542000.0,-28170000.0,-24394000.0,-17923000.0,
Net Other Investing Changes,,,-6677000.0,,
Net Investment Purchase And Sale,,,0.0,-34000.0,-290000.0
Net PPE Purchase And Sale,-46542000.0,-28170000.0,-17717000.0,-17889000.0,
Sale Of PPE,161000.0,312000.0,89000.0,,
Purchase Of PPE,-46703000.0,-28482000.0,-17806000.0,-17889000.0,
Operating Cash Flow,-18570000.0,-95687000.0,-120506000.0,-66338000.0,
Taxes Refund Paid,-413000.0,-77000.0,493000.0,203000.0,
Interest Received Cfo,1416000.0,3897000.0,234000.0,0.0,
Interest Paid Cfo,-2395000.0,-892000.0,-918000.0,-1017000.0,
Change In Working Capital,34382000.0,-48394000.0,-82991000.0,-14186000.0,
Change In Other Current Liabilities,40073000.0,9051000.0,2631000.0,11380000.0,
Change In Other Current Assets,,-13432000.0,4157000.0,9255000.0,-6485000.0
Change In Payable,41260000.0,2490000.0,477000.0,13673000.0,
Change In Inventory,-26542000.0,-34195000.0,-41609000.0,-7250000.0,
Change In Receivables,-20409000.0,-25740000.0,-48647000.0,-41244000.0,
Other Non Cash Items,-26509000.0,112000.0,5252000.0,2668000.0,
Stock Based Compensation,3859000.0,5285000.0,7559000.0,1039000.0,
Provisionand Write Offof Assets,2630000.0,425000.0,1109000.0,1533000.0,
Depreciation And Amortization,22857000.0,23837000.0,19753000.0,15944000.0,
Depreciation,22857000.0,23837000.0,19753000.0,15944000.0,
Net Income From Continuing Operations,-53743000.0,-72575000.0,-75019000.0,-81731000.0,
