,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-169000000.0,557000000.0,415000000.0,228000000.0,
Issuance Of Debt,,,0.0,400000000.0,950000000.0
Capital Expenditure,-502000000.0,-208000000.0,-145000000.0,-180000000.0,
End Cash Position,398000000.0,496000000.0,325000000.0,360000000.0,
Other Cash Adjustment Outside Changein Cash,1000000.0,,1000000.0,,-1000000.0
Beginning Cash Position,496000000.0,325000000.0,360000000.0,415000000.0,
Effect Of Exchange Rate Changes,12000000.0,-25000000.0,30000000.0,0.0,
Changes In Cash,-111000000.0,196000000.0,-66000000.0,-55000000.0,
Financing Cash Flow,60000000.0,-346000000.0,-534000000.0,361000000.0,
Net Other Financing Charges,-259000000.0,-24000000.0,-389000000.0,108000000.0,
Cash Dividends Paid,-268000000.0,-311000000.0,-134000000.0,-134000000.0,
Common Stock Dividend Paid,-268000000.0,-311000000.0,-134000000.0,-134000000.0,
Net Issuance Payments Of Debt,600000000.0,0.0,0.0,400000000.0,
Net Short Term Debt Issuance,-260000000.0,-24000000.0,,108000000.0,-19000000.0
Net Long Term Debt Issuance,600000000.0,0.0,0.0,400000000.0,
Long Term Debt Issuance,,,0.0,400000000.0,950000000.0
Investing Cash Flow,-504000000.0,-223000000.0,-92000000.0,-824000000.0,
Net Other Investing Changes,,,-10000000.0,-644000000.0,
Net Investment Purchase And Sale,,,-10000000.0,0.0,
Purchase Of Investment,,,-10000000.0,0.0,
Net Business Purchase And Sale,-2000000.0,-15000000.0,63000000.0,-644000000.0,
Sale Of Business,,0.0,63000000.0,0.0,
Purchase Of Business,-2000000.0,-15000000.0,0.0,-644000000.0,
Net PPE Purchase And Sale,-502000000.0,-208000000.0,-145000000.0,-180000000.0,
Purchase Of PPE,-502000000.0,-208000000.0,-145000000.0,-180000000.0,
Operating Cash Flow,333000000.0,765000000.0,560000000.0,408000000.0,
Taxes Refund Paid,-196000000.0,-72000000.0,-73000000.0,-14000000.0,
Interest Received Cfo,7000000.0,13000000.0,0.0,0.0,
Interest Paid Cfo,-61000000.0,-74000000.0,-40000000.0,-26000000.0,
Change In Working Capital,-204000000.0,138000000.0,-191000000.0,-16000000.0,
Change In Other Current Liabilities,-11000000.0,-51000000.0,113000000.0,60000000.0,
Change In Payable,-60000000.0,69000000.0,32000000.0,173000000.0,
Change In Inventory,-81000000.0,-49000000.0,-148000000.0,-19000000.0,
Change In Receivables,-52000000.0,169000000.0,-188000000.0,-230000000.0,
Other Non Cash Items,21000000.0,-15000000.0,36000000.0,14000000.0,
Provisionand Write Offof Assets,-25000000.0,0.0,0.0,76000000.0,
Depreciation And Amortization,152000000.0,152000000.0,145000000.0,150000000.0,
Amortization Cash Flow,31000000.0,29000000.0,26000000.0,,
Depreciation,121000000.0,123000000.0,119000000.0,150000000.0,
Gain Loss On Investment Securities,-2000000.0,-33000000.0,35000000.0,21000000.0,
Net Foreign Currency Exchange Gain Loss,-13000000.0,32000000.0,-28000000.0,-5000000.0,
Gain Loss On Sale Of Business,-25000000.0,0.0,,,
Net Income From Continuing Operations,654000000.0,623000000.0,676000000.0,208000000.0,
