,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,600710000.0,352320000.0,401916000.0,450667000.0,
Repurchase Of Capital Stock,-6062000.0,-8819000.0,0.0,,
Repayment Of Debt,-245415000.0,-449139000.0,-228826000.0,-813895000.0,
Issuance Of Debt,100000000.0,100000000.0,344675000.0,600000000.0,
Issuance Of Capital Stock,,,0.0,492500000.0,
Capital Expenditure,-25458000.0,-47446000.0,-73430000.0,-12113000.0,
End Cash Position,397818000.0,127611000.0,497651000.0,851381000.0,
Other Cash Adjustment Outside Changein Cash,,100000.0,,1000.0,
Beginning Cash Position,127611000.0,497651000.0,851381000.0,675555000.0,
Effect Of Exchange Rate Changes,12193000.0,13438000.0,9936000.0,-1633000.0,
Changes In Cash,258014000.0,-383478000.0,-363666000.0,177458000.0,
Financing Cash Flow,-327996000.0,-575711000.0,-88088000.0,126617000.0,
Net Other Financing Charges,-22857000.0,-22800000.0,150000.0,10000.0,
Cash Dividends Paid,-153662000.0,-217753000.0,-204087000.0,-151998000.0,
Net Common Stock Issuance,-6062000.0,-8819000.0,0.0,492500000.0,
Common Stock Payments,-6062000.0,-8819000.0,0.0,,
Common Stock Issuance,,,0.0,492500000.0,
Net Issuance Payments Of Debt,-145415000.0,-349139000.0,115849000.0,-213895000.0,
Net Long Term Debt Issuance,-145415000.0,-349139000.0,115849000.0,-213895000.0,
Long Term Debt Payments,-245415000.0,-449139000.0,-228826000.0,-813895000.0,
Long Term Debt Issuance,100000000.0,100000000.0,344675000.0,600000000.0,
Investing Cash Flow,-40158000.0,-207533000.0,-750924000.0,-411939000.0,
Net Investment Purchase And Sale,,0.0,75398000.0,3637000.0,0.0
Sale Of Investment,,0.0,75398000.0,3637000.0,0.0
Net Business Purchase And Sale,-14700000.0,-160087000.0,-752892000.0,-403463000.0,
Sale Of Business,0.0,0.0,0.0,509000.0,
Purchase Of Business,-14700000.0,-160087000.0,-752892000.0,-403972000.0,
Net Intangibles Purchase And Sale,-6148000.0,-12647000.0,-10121000.0,-4138000.0,
Purchase Of Intangibles,-6148000.0,-12647000.0,-10121000.0,-4138000.0,
Net PPE Purchase And Sale,-19310000.0,-34799000.0,-63309000.0,-7975000.0,
Purchase Of PPE,-19310000.0,-34799000.0,-63309000.0,-7975000.0,
Operating Cash Flow,626168000.0,399766000.0,475346000.0,462780000.0,
Taxes Refund Paid,-132711000.0,-65104000.0,-195102000.0,-64360000.0,
Interest Received Cfo,12066000.0,12326000.0,,,
Interest Paid Cfo,-54968000.0,-63289000.0,,,
Change In Working Capital,261601000.0,-114018000.0,-58309000.0,-49829000.0,
Change In Other Current Liabilities,-78488000.0,10777000.0,114949000.0,-21901000.0,
Change In Other Current Assets,,,,,301000.0
Change In Receivables,340089000.0,-124795000.0,-173258000.0,-27928000.0,
Other Non Cash Items,47207000.0,3620000.0,-7116000.0,-10141000.0,
Stock Based Compensation,1545000.0,1441000.0,0.0,,
Provisionand Write Offof Assets,29377000.0,504000.0,1044000.0,-1971000.0,
Depreciation And Amortization,340721000.0,364597000.0,298124000.0,198819000.0,
Amortization Cash Flow,166689000.0,,,,
Depreciation,174032000.0,364597000.0,298124000.0,198819000.0,
Gain Loss On Investment Securities,,-1336000.0,-64233000.0,,
Net Foreign Currency Exchange Gain Loss,-31902000.0,-43110000.0,17262000.0,21670000.0,
Gain Loss On Sale Of PPE,0.0,-1336000.0,,,
Gain Loss On Sale Of Business,,,-64233000.0,-903000.0,0.0
Net Income From Continuing Operations,153232000.0,304135000.0,483676000.0,370130000.0,
