,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,1949000000.0,1624000000.0,1335000000.0,1108000000.0,
Repurchase Of Capital Stock,-431000000.0,-47000000.0,-179000000.0,0.0,
Repayment Of Debt,-3207000000.0,-3808000000.0,-4404000000.0,-5723000000.0,
Issuance Of Debt,3487000000.0,4070000000.0,3221000000.0,5549000000.0,
Issuance Of Capital Stock,24000000.0,2000000.0,2000000.0,3000000.0,
Capital Expenditure,-117000000.0,-90000000.0,-105000000.0,-100000000.0,
End Cash Position,28000000.0,6000000.0,259000000.0,86000000.0,
Other Cash Adjustment Outside Changein Cash,,,,1000000.0,-1000000.0
Beginning Cash Position,6000000.0,259000000.0,86000000.0,25000000.0,
Effect Of Exchange Rate Changes,1000000.0,6000000.0,-16000000.0,-8000000.0,
Changes In Cash,21000000.0,-259000000.0,189000000.0,68000000.0,
Financing Cash Flow,-1687000000.0,-1880000000.0,-1037000000.0,-882000000.0,
Net Other Financing Charges,-338000000.0,-966000000.0,,,1000000.0
Cash Dividends Paid,-130000000.0,-112000000.0,-109000000.0,-109000000.0,
Common Stock Dividend Paid,-130000000.0,-112000000.0,-109000000.0,-109000000.0,
Net Common Stock Issuance,-407000000.0,-45000000.0,-177000000.0,3000000.0,
Common Stock Payments,-431000000.0,-47000000.0,-179000000.0,0.0,
Common Stock Issuance,24000000.0,2000000.0,2000000.0,3000000.0,
Net Issuance Payments Of Debt,280000000.0,262000000.0,181000000.0,8000000.0,
Net Short Term Debt Issuance,,-966000000.0,1364000000.0,182000000.0,-403000000.0
Net Long Term Debt Issuance,280000000.0,262000000.0,-1183000000.0,-174000000.0,
Long Term Debt Payments,-3207000000.0,-3808000000.0,-4404000000.0,-5723000000.0,
Long Term Debt Issuance,3487000000.0,4070000000.0,3221000000.0,5549000000.0,
Investing Cash Flow,-358000000.0,-93000000.0,-214000000.0,-258000000.0,
Net Investment Purchase And Sale,-5000000.0,0.0,,0.0,0.0
Sale Of Investment,,,,0.0,0.0
Purchase Of Investment,-5000000.0,0.0,,,0.0
Net Business Purchase And Sale,-253000000.0,-10000000.0,-225000000.0,-189000000.0,
Sale Of Business,,,,,0.0
Purchase Of Business,-253000000.0,-10000000.0,-225000000.0,-189000000.0,
Net Intangibles Purchase And Sale,-12000000.0,-10000000.0,-8000000.0,-10000000.0,
Purchase Of Intangibles,-12000000.0,-10000000.0,-8000000.0,-10000000.0,
Net PPE Purchase And Sale,-88000000.0,-73000000.0,19000000.0,-59000000.0,
Sale Of PPE,17000000.0,7000000.0,116000000.0,31000000.0,
Purchase Of PPE,-105000000.0,-80000000.0,-97000000.0,-90000000.0,
Operating Cash Flow,2066000000.0,1714000000.0,1440000000.0,1208000000.0,
Taxes Refund Paid,-138000000.0,-103000000.0,-123000000.0,-125000000.0,
Interest Received Cfo,0.0,0.0,11000000.0,1000000.0,
Interest Paid Cfo,-467000000.0,-415000000.0,-362000000.0,-297000000.0,
Change In Working Capital,107000000.0,-82000000.0,-4000000.0,-151000000.0,
Change In Other Current Liabilities,77000000.0,70000000.0,-19000000.0,-19000000.0,
Change In Inventory,,,,,0.0
Change In Receivables,30000000.0,-152000000.0,15000000.0,-132000000.0,
Other Non Cash Items,,,,,6000000.0
Provisionand Write Offof Assets,-61000000.0,40000000.0,-77000000.0,141000000.0,
Depreciation And Amortization,1367000000.0,1297000000.0,1201000000.0,1052000000.0,
Amortization Cash Flow,94000000.0,95000000.0,110000000.0,114000000.0,
Depreciation,1273000000.0,1202000000.0,1091000000.0,938000000.0,
Net Foreign Currency Exchange Gain Loss,,,,,2000000.0
Gain Loss On Sale Of PPE,,,,-10000000.0,-1000000.0
Net Income From Continuing Operations,1278000000.0,981000000.0,843000000.0,598000000.0,
