,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,3158000000.0,4044000000.0,1026000000.0,1029000000.0,
Repurchase Of Capital Stock,-2000000.0,,,,
Repayment Of Debt,-3403000000.0,-4141000000.0,-5519000000.0,-3279000000.0,
Issuance Of Debt,3405000000.0,1884000000.0,9957000000.0,2361000000.0,
Issuance Of Capital Stock,-28000000.0,-80000000.0,-9000000.0,-16000000.0,
Capital Expenditure,-287000000.0,-231000000.0,-405000000.0,-419000000.0,
End Cash Position,2186000000.0,2360000000.0,2532000000.0,2230000000.0,
Other Cash Adjustment Outside Changein Cash,,1000000.0,-1000000.0,1000000.0,
Beginning Cash Position,2360000000.0,2532000000.0,2230000000.0,3182000000.0,
Effect Of Exchange Rate Changes,-29000000.0,-108000000.0,138000000.0,84000000.0,
Changes In Cash,-145000000.0,-65000000.0,165000000.0,-1037000000.0,
Financing Cash Flow,-2618000000.0,-3798000000.0,2991000000.0,-2227000000.0,
Net Other Financing Charges,-840000000.0,-23000000.0,16000000.0,-25000000.0,
Interest Paid Cff,,,-495000000.0,-339000000.0,-439000000.0
Cash Dividends Paid,-409000000.0,-274000000.0,-390000000.0,-303000000.0,
Common Stock Dividend Paid,-409000000.0,-274000000.0,-390000000.0,-303000000.0,
Net Common Stock Issuance,-30000000.0,-80000000.0,-9000000.0,-16000000.0,
Common Stock Payments,-2000000.0,,,,
Common Stock Issuance,-28000000.0,-80000000.0,-9000000.0,-16000000.0,
Net Issuance Payments Of Debt,2000000.0,-2257000000.0,4438000000.0,-918000000.0,
Net Long Term Debt Issuance,2000000.0,-2257000000.0,4438000000.0,-918000000.0,
Long Term Debt Payments,-3403000000.0,-4141000000.0,-5519000000.0,-3279000000.0,
Long Term Debt Issuance,3405000000.0,1884000000.0,9957000000.0,2361000000.0,
Investing Cash Flow,-972000000.0,-542000000.0,-4257000000.0,-258000000.0,
Interest Received Cfi,,,18000000.0,4000000.0,6000000.0
Net Investment Purchase And Sale,-52000000.0,24000000.0,685000000.0,15000000.0,
Net Business Purchase And Sale,-633000000.0,-335000000.0,-4537000000.0,142000000.0,
Sale Of Business,,,5000000.0,2634000000.0,2000000.0
Purchase Of Business,-633000000.0,-335000000.0,-4542000000.0,-2492000000.0,
Net Intangibles Purchase And Sale,-287000000.0,-231000000.0,-405000000.0,-419000000.0,
Capital Expenditure Reported,,,,,-664000000.0
Operating Cash Flow,3445000000.0,4275000000.0,1431000000.0,1448000000.0,
Taxes Refund Paid,-447000000.0,-316000000.0,-301000000.0,-265000000.0,
Interest Paid Cfo,-544000000.0,-552000000.0,-476000000.0,,
Dividend Received Cfo,318000000.0,122000000.0,,,
Change In Working Capital,880000000.0,1446000000.0,-636000000.0,-703000000.0,
Change In Other Current Liabilities,399000000.0,850000000.0,913000000.0,-206000000.0,
Change In Inventory,130000000.0,571000000.0,-487000000.0,-459000000.0,
Change In Receivables,351000000.0,25000000.0,-1062000000.0,-38000000.0,
Other Non Cash Items,,,104000000.0,-1672000000.0,-3000000.0
Provisionand Write Offof Assets,213000000.0,377000000.0,83000000.0,-91000000.0,
Depreciation And Amortization,1504000000.0,1507000000.0,1322000000.0,1020000000.0,
Amortization Cash Flow,201000000.0,195000000.0,179000000.0,,
Depreciation,1303000000.0,1312000000.0,1143000000.0,1020000000.0,
Gain Loss On Investment Securities,,,104000000.0,-1672000000.0,-3000000.0
Net Foreign Currency Exchange Gain Loss,24000000.0,48000000.0,-44000000.0,-28000000.0,
Gain Loss On Sale Of Business,-83000000.0,-68000000.0,104000000.0,-1672000000.0,
Net Income From Continuing Operations,1670000000.0,3010000000.0,1618000000.0,3377000000.0,
