,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-14043000.0,-17433000.0,-22231000.0,-31651000.0,
Repayment Of Debt,-5573000.0,-3759000.0,-316000.0,-250000.0,
Issuance Of Debt,2122000.0,,5377000.0,3196000.0,
Issuance Of Capital Stock,41895000.0,24467000.0,23683000.0,23000000.0,
Capital Expenditure,-3264000.0,-92000.0,,-2423000.0,-1702000.0
End Cash Position,313000.0,2314000.0,4673000.0,1328000.0,
Beginning Cash Position,2314000.0,4673000.0,1328000.0,12252000.0,
Changes In Cash,-2001000.0,-2359000.0,3345000.0,-10924000.0,
Financing Cash Flow,12042000.0,14875000.0,25701000.0,20777000.0,
Net Common Stock Issuance,41895000.0,24467000.0,23683000.0,23000000.0,
Common Stock Issuance,41895000.0,24467000.0,23683000.0,23000000.0,
Net Issuance Payments Of Debt,-3451000.0,-3759000.0,5061000.0,2946000.0,
Net Long Term Debt Issuance,-3451000.0,-3759000.0,5061000.0,2946000.0,
Long Term Debt Payments,-5573000.0,-3759000.0,-316000.0,-250000.0,
Long Term Debt Issuance,2122000.0,,5377000.0,3196000.0,
Investing Cash Flow,-3264000.0,107000.0,-125000.0,-2473000.0,
Net Investment Purchase And Sale,0.0,199000.0,-125000.0,0.0,
Sale Of Investment,,199000.0,0.0,,
Purchase Of Investment,,0.0,-125000.0,0.0,-268000.0
Net Business Purchase And Sale,,,0.0,-50000.0,0.0
Purchase Of Business,,,0.0,-50000.0,0.0
Net Intangibles Purchase And Sale,-3052000.0,0.0,0.0,-2423000.0,
Purchase Of Intangibles,-3052000.0,0.0,0.0,-2423000.0,
Net PPE Purchase And Sale,-212000.0,-92000.0,0.0,0.0,
Purchase Of PPE,,-92000.0,0.0,0.0,-22000.0
Operating Cash Flow,-10779000.0,-17341000.0,-22231000.0,-29228000.0,
Taxes Refund Paid,0.0,0.0,,,
Change In Working Capital,-16237000.0,8733000.0,1238000.0,-6505000.0,
Change In Other Current Liabilities,-19545000.0,8924000.0,4880000.0,-6304000.0,
Change In Inventory,-583000.0,-358000.0,-338000.0,-221000.0,
Change In Receivables,3891000.0,167000.0,-3304000.0,20000.0,
Net Income From Continuing Operations,-24856000.0,-38205000.0,-34645000.0,-26647000.0,
