,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-36248000.0,27622000.0,-13839000.0,-35870000.0,
Repayment Of Debt,-1523000.0,-1790000.0,-1790000.0,-499000.0,
Issuance Of Debt,,,0.0,0.0,3000000.0
Issuance Of Capital Stock,0.0,270000.0,16983000.0,58321000.0,
Capital Expenditure,-26432000.0,-20936000.0,-16421000.0,-14651000.0,
End Cash Position,0.0,41689000.0,14411000.0,14174000.0,
Other Cash Adjustment Outside Changein Cash,,,,,-1000.0
Beginning Cash Position,41689000.0,14411000.0,14174000.0,1018000.0,
Effect Of Exchange Rate Changes,40000.0,0.0,,,
Changes In Cash,-41729000.0,27278000.0,237000.0,13156000.0,
Financing Cash Flow,-5519000.0,-409000.0,14018000.0,48988000.0,
Net Other Financing Charges,,-1000.0,,,
Cash Dividends Paid,-5191000.0,,,,
Common Stock Dividend Paid,-5191000.0,0.0,,,
Net Common Stock Issuance,0.0,270000.0,16983000.0,58321000.0,
Common Stock Issuance,0.0,270000.0,16983000.0,58321000.0,
Net Issuance Payments Of Debt,946000.0,-1790000.0,-1790000.0,-2525000.0,
Net Short Term Debt Issuance,2469000.0,0.0,0.0,-2026000.0,
Net Long Term Debt Issuance,-1523000.0,-1790000.0,-1790000.0,-499000.0,
Long Term Debt Payments,-1523000.0,-1790000.0,-1790000.0,-499000.0,
Long Term Debt Issuance,,,0.0,0.0,3000000.0
Investing Cash Flow,-26394000.0,-20871000.0,-16363000.0,-14613000.0,
Net Investment Purchase And Sale,38000.0,65000.0,58000.0,38000.0,
Net Intangibles Purchase And Sale,-898000.0,-512000.0,-15018000.0,-14231000.0,
Purchase Of Intangibles,-898000.0,-512000.0,-15018000.0,-14231000.0,
Net PPE Purchase And Sale,-1137000.0,-1857000.0,-1403000.0,-420000.0,
Purchase Of PPE,-1137000.0,-1857000.0,-1403000.0,-420000.0,
Capital Expenditure Reported,-24397000.0,-18567000.0,,,
Operating Cash Flow,-9816000.0,48558000.0,2582000.0,-21219000.0,
Taxes Refund Paid,52000.0,100000.0,10000.0,179000.0,
Interest Received Cfo,178000.0,195000.0,,,
Interest Paid Cfo,-649000.0,-846000.0,-693000.0,-716000.0,
Change In Working Capital,-22993000.0,4627000.0,4657000.0,-12435000.0,
Change In Other Current Liabilities,-16944000.0,17188000.0,27276000.0,2038000.0,
Change In Payable,,,,,-13218000.0
Change In Inventory,-87000.0,-10516000.0,-1624000.0,-7655000.0,
Change In Receivables,-5962000.0,-2045000.0,-20995000.0,-6818000.0,
Other Non Cash Items,1385000.0,-1474000.0,-1000.0,,
Stock Based Compensation,1635000.0,627000.0,,,
Provisionand Write Offof Assets,200000.0,783000.0,,,
Depreciation And Amortization,7788000.0,6856000.0,4984000.0,3264000.0,
Amortization Cash Flow,,,4686000.0,,
Depreciation,7788000.0,6856000.0,298000.0,3264000.0,
Pension And Employee Benefit Expense,-1201000.0,860000.0,,,
Net Foreign Currency Exchange Gain Loss,-43000.0,-272000.0,-1338000.0,51000.0,
Net Income From Continuing Operations,3832000.0,37101000.0,-5037000.0,-11561000.0,
