,2024-06-30,2023-06-30,2022-06-30,2021-06-30
Free Cash Flow,3345000000.0,2721000000.0,2677000000.0,2741000000.0
Repurchase Of Capital Stock,-268000000.0,0.0,,
Repayment Of Debt,-163000000.0,-1321000000.0,-173000000.0,-182000000.0
Issuance Of Debt,700000000.0,948000000.0,2000000.0,17000000.0
Issuance Of Capital Stock,0.0,2000000.0,2000000.0,17000000.0
Capital Expenditure,-160000000.0,-174000000.0,-154000000.0,-131000000.0
End Cash Position,1316000000.0,967000000.0,1137000000.0,966000000.0
Other Cash Adjustment Outside Changein Cash,,,,1000000.0
Beginning Cash Position,967000000.0,1137000000.0,966000000.0,528000000.0
Effect Of Exchange Rate Changes,-15000000.0,7000000.0,12000000.0,5000000.0
Changes In Cash,364000000.0,-177000000.0,159000000.0,432000000.0
Financing Cash Flow,-2270000000.0,-2591000000.0,-2136000000.0,-2003000000.0
Net Other Financing Charges,22000000.0,8000000.0,1000000.0,
Interest Paid Cff,-671000000.0,-539000000.0,-437000000.0,-399000000.0
Cash Dividends Paid,-185000000.0,-185000000.0,-185000000.0,-158000000.0
Common Stock Dividend Paid,-185000000.0,-185000000.0,,
Net Common Stock Issuance,-268000000.0,2000000.0,2000000.0,17000000.0
Common Stock Payments,-268000000.0,0.0,,
Common Stock Issuance,0.0,2000000.0,2000000.0,17000000.0
Net Issuance Payments Of Debt,537000000.0,-373000000.0,-171000000.0,-165000000.0
Net Long Term Debt Issuance,537000000.0,-373000000.0,-171000000.0,-165000000.0
Long Term Debt Payments,-163000000.0,-1321000000.0,-173000000.0,-182000000.0
Long Term Debt Issuance,700000000.0,948000000.0,2000000.0,17000000.0
Investing Cash Flow,-871000000.0,-481000000.0,-536000000.0,-437000000.0
Net Other Investing Changes,1000000.0,,,
Net Investment Purchase And Sale,-4000000.0,0.0,0.0,0.0
Sale Of Investment,0.0,0.0,0.0,3000000.0
Purchase Of Investment,-4000000.0,0.0,0.0,-3000000.0
Net Investment Properties Purchase And Sale,-145000000.0,-150000000.0,-168000000.0,-130000000.0
Purchase Of Investment Properties,-145000000.0,-150000000.0,-168000000.0,-130000000.0
Net Business Purchase And Sale,-563000000.0,-169000000.0,-214000000.0,-238000000.0
Purchase Of Business,-563000000.0,-169000000.0,-214000000.0,-238000000.0
Net Intangibles Purchase And Sale,-9000000.0,-7000000.0,-2000000.0,-3000000.0
Purchase Of Intangibles,-9000000.0,-7000000.0,-2000000.0,-3000000.0
Net PPE Purchase And Sale,-151000000.0,-155000000.0,-152000000.0,-66000000.0
Sale Of PPE,0.0,12000000.0,0.0,62000000.0
Purchase Of PPE,-151000000.0,-167000000.0,-152000000.0,-128000000.0
Operating Cash Flow,3505000000.0,2895000000.0,2831000000.0,2872000000.0
Taxes Refund Paid,-255000000.0,-276000000.0,-179000000.0,-146000000.0
Change In Working Capital,113000000.0,34000000.0,-6000000.0,240000000.0
Change In Other Current Liabilities,87000000.0,101000000.0,-32000000.0,254000000.0
Change In Inventory,3000000.0,-3000000.0,-1000000.0,0.0
Change In Receivables,23000000.0,-64000000.0,27000000.0,-14000000.0
Provisionand Write Offof Assets,-4000000.0,-57000000.0,37000000.0,24000000.0
Depreciation And Amortization,2159000000.0,1924000000.0,1755000000.0,1580000000.0
Amortization Cash Flow,29000000.0,22000000.0,,
Depreciation,2130000000.0,1902000000.0,1755000000.0,1580000000.0
Gain Loss On Sale Of PPE,0.0,0.0,0.0,0.0
Net Income From Continuing Operations,1490000000.0,1270000000.0,1224000000.0,1174000000.0
