,2024-06-30,2023-06-30,2022-06-30,2021-06-30
Free Cash Flow,63800000.0,155700000.0,-104200000.0,-24300000.0
Repayment Of Debt,-37400000.0,-38400000.0,-38500000.0,-37800000.0
Issuance Of Debt,1900000.0,1100000.0,0.0,0.0
Capital Expenditure,-32800000.0,-61500000.0,-67400000.0,-94900000.0
End Cash Position,94500000.0,26600000.0,26100000.0,59900000.0
Other Cash Adjustment Outside Changein Cash,,,,-100000.0
Beginning Cash Position,26600000.0,26100000.0,59900000.0,142300000.0
Effect Of Exchange Rate Changes,5000000.0,-9800000.0,4000000.0,-6100000.0
Changes In Cash,62900000.0,10300000.0,-37800000.0,-76200000.0
Financing Cash Flow,3100000.0,-145600000.0,60700000.0,-71500000.0
Net Other Financing Charges,79100000.0,,,-100000.0
Cash Dividends Paid,-9800000.0,-9800000.0,,
Common Stock Dividend Paid,-9800000.0,-9800000.0,0.0,
Net Issuance Payments Of Debt,-37800000.0,-105500000.0,89000000.0,-39000000.0
Net Short Term Debt Issuance,-2300000.0,-68200000.0,127500000.0,-1200000.0
Net Long Term Debt Issuance,-35500000.0,-37300000.0,-38500000.0,-37800000.0
Long Term Debt Payments,-37400000.0,-38400000.0,-38500000.0,-37800000.0
Long Term Debt Issuance,1900000.0,1100000.0,0.0,0.0
Investing Cash Flow,-36800000.0,-61300000.0,-61700000.0,-75300000.0
Net Other Investing Changes,200000.0,-100000.0,100000.0,
Net Investment Purchase And Sale,-5400000.0,-400000.0,600000.0,27400000.0
Sale Of Investment,,,600000.0,27400000.0
Purchase Of Investment,-5400000.0,-400000.0,,
Net Business Purchase And Sale,,,0.0,-8600000.0
Net Intangibles Purchase And Sale,-100000.0,-1500000.0,-6500000.0,-7400000.0
Purchase Of Intangibles,-100000.0,-1500000.0,-6500000.0,-7400000.0
Net PPE Purchase And Sale,-31500000.0,-59300000.0,-55900000.0,-86700000.0
Sale Of PPE,1200000.0,700000.0,5000000.0,800000.0
Purchase Of PPE,-32700000.0,-60000000.0,-60900000.0,-87500000.0
Operating Cash Flow,96600000.0,217200000.0,-36800000.0,70600000.0
Taxes Refund Paid,-14700000.0,-9700000.0,-12300000.0,-7700000.0
Change In Working Capital,-29700000.0,125000000.0,-208400000.0,-131000000.0
Change In Other Current Liabilities,-26700000.0,-86500000.0,10400000.0,138700000.0
Change In Inventory,-7200000.0,73900000.0,-155900000.0,-86300000.0
Change In Receivables,4200000.0,137600000.0,-62900000.0,-183400000.0
Other Non Cash Items,12800000.0,12900000.0,6900000.0,6600000.0
Provisionand Write Offof Assets,-1500000.0,1300000.0,-12200000.0,21600000.0
Depreciation And Amortization,97000000.0,112300000.0,116300000.0,101300000.0
Depreciation,97000000.0,112300000.0,116300000.0,101300000.0
Net Foreign Currency Exchange Gain Loss,-5100000.0,11500000.0,-1800000.0,1300000.0
Net Income From Continuing Operations,37800000.0,-215400000.0,74800000.0,78500000.0
