,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,1027000000.0,844000000.0,465000000.0
Repayment Of Debt,-1226000000.0,-1269000000.0,-242000000.0
Issuance Of Debt,885000000.0,1000000.0,1187000000.0
Issuance Of Capital Stock,3000000.0,1189000000.0,1421000000.0
Capital Expenditure,-70000000.0,-88000000.0,-50000000.0
End Cash Position,421000000.0,744000000.0,558000000.0
Other Cash Adjustment Outside Changein Cash,,1000000.0,
Beginning Cash Position,744000000.0,558000000.0,290000000.0
Effect Of Exchange Rate Changes,16000000.0,3000000.0,8000000.0
Changes In Cash,-339000000.0,182000000.0,260000000.0
Financing Cash Flow,-592000000.0,-334000000.0,2231000000.0
Net Other Financing Charges,-15000000.0,5000000.0,51000000.0
Net Common Stock Issuance,3000000.0,1189000000.0,1421000000.0
Common Stock Issuance,3000000.0,1189000000.0,1421000000.0
Net Issuance Payments Of Debt,-341000000.0,-1268000000.0,945000000.0
Net Long Term Debt Issuance,-341000000.0,-1268000000.0,945000000.0
Long Term Debt Payments,-1226000000.0,-1269000000.0,-242000000.0
Long Term Debt Issuance,885000000.0,1000000.0,1187000000.0
Investing Cash Flow,-844000000.0,-416000000.0,-2486000000.0
Net Other Investing Changes,6000000.0,-5000000.0,-1000000.0
Net Business Purchase And Sale,-786000000.0,-336000000.0,-2435000000.0
Sale Of Business,1000000.0,3000000.0,3000000.0
Purchase Of Business,-787000000.0,-339000000.0,-2438000000.0
Net Intangibles Purchase And Sale,-14000000.0,-17000000.0,-1000000.0
Sale Of Intangibles,0.0,1000000.0,0.0
Purchase Of Intangibles,-14000000.0,-18000000.0,-1000000.0
Net PPE Purchase And Sale,-50000000.0,-58000000.0,-49000000.0
Sale Of PPE,6000000.0,12000000.0,0.0
Purchase Of PPE,-56000000.0,-70000000.0,-49000000.0
Operating Cash Flow,1097000000.0,932000000.0,515000000.0
Taxes Refund Paid,-261000000.0,-224000000.0,-189000000.0
Interest Received Cfo,17000000.0,19000000.0,2000000.0
Interest Paid Cfo,-78000000.0,-111000000.0,-63000000.0
Change In Working Capital,43000000.0,84000000.0,-103000000.0
Change In Other Current Liabilities,59000000.0,9000000.0,-30000000.0
Change In Inventory,-47000000.0,75000000.0,-84000000.0
Change In Receivables,32000000.0,0.0,11000000.0
Other Non Cash Items,5000000.0,-14000000.0,-3000000.0
Depreciation And Amortization,402000000.0,358000000.0,259000000.0
Amortization Cash Flow,247000000.0,,
Depreciation,155000000.0,358000000.0,259000000.0
Net Income From Continuing Operations,969000000.0,821000000.0,612000000.0
