,2024-12-31,2023-12-31,2022-12-31,2020-12-31
Free Cash Flow,2872000.0,48212000.0,36750000.0,-2960570.0
Repayment Of Debt,-1848000.0,-3694000.0,-9067000.0,
Issuance Of Debt,0.0,166000.0,50006000.0,
Issuance Of Capital Stock,,,0.0,3247434.0
Capital Expenditure,-12000.0,-111000.0,-14415000.0,-17602.0
End Cash Position,4773000.0,1273000.0,46769000.0,1251099.0
Other Cash Adjustment Outside Changein Cash,,,1000.0,
Beginning Cash Position,1273000.0,2809000.0,42561000.0,1142026.0
Changes In Cash,3500000.0,-1536000.0,4207000.0,109073.0
Financing Cash Flow,-1848000.0,-3528000.0,33667000.0,3247434.0
Net Other Financing Charges,,-182000.0,-7221000.0,
Net Common Stock Issuance,,,0.0,3247434.0
Common Stock Issuance,,,0.0,3247434.0
Net Issuance Payments Of Debt,-1848000.0,-3528000.0,40939000.0,
Net Long Term Debt Issuance,-1848000.0,-3528000.0,40939000.0,
Long Term Debt Payments,-1848000.0,-3694000.0,-9067000.0,
Long Term Debt Issuance,0.0,166000.0,50006000.0,
Investing Cash Flow,2464000.0,-46331000.0,-80625000.0,-195393.0
Net Investment Purchase And Sale,0.0,-452000.0,0.0,-177791.0
Sale Of Investment,,,,0.0
Purchase Of Investment,,,,-177791.0
Net Business Purchase And Sale,2476000.0,-45768000.0,-72789000.0,
Sale Of Business,7327000.0,0.0,,
Purchase Of Business,-4851000.0,-45768000.0,-72789000.0,
Net Intangibles Purchase And Sale,,,0.0,-17602.0
Purchase Of Intangibles,,,0.0,-17602.0
Net PPE Purchase And Sale,-12000.0,-111000.0,-7836000.0,
Sale Of PPE,,2539000.0,6579000.0,
Purchase Of PPE,-12000.0,-111000.0,-14415000.0,
Operating Cash Flow,2884000.0,48323000.0,51165000.0,-2942968.0
Taxes Refund Paid,0.0,-794000.0,-2185000.0,0.0
Interest Received Cfo,1108000.0,1089000.0,27000.0,
Interest Paid Cfo,-6763000.0,-7428000.0,-8844000.0,
Dividend Received Cfo,,,0.0,
Change In Working Capital,26632000.0,74688000.0,40062000.0,-160101.0
Change In Other Current Liabilities,18487000.0,59183000.0,18005000.0,-100.0
Change In Payable,,-393000.0,29748000.0,
Change In Inventory,,-15817000.0,-2457000.0,
Change In Receivables,8145000.0,15898000.0,-5234000.0,-160001.0
Other Non Cash Items,,289000.0,385000.0,
Depreciation And Amortization,43000.0,18000.0,60995000.0,63660.0
Depreciation,43000.0,18000.0,60995000.0,63660.0
Gain Loss On Sale Of PPE,,,,602647.0
Net Income From Continuing Operations,-18136000.0,-19539000.0,-39275000.0,-3182853.0
