,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,98954000.0,70477000.0,57170000.0,75311000.0,
Repurchase Of Capital Stock,,0.0,-9446000.0,0.0,
Repayment Of Debt,-10000000.0,-10000000.0,-10000000.0,-35776000.0,
Capital Expenditure,-1203000.0,-1033000.0,-3809000.0,-3730000.0,
End Cash Position,252000.0,1453000.0,2226000.0,22608000.0,
Other Cash Adjustment Outside Changein Cash,-1000.0,-100000.0,,1000.0,1000.0
Beginning Cash Position,1453000.0,2226000.0,22608000.0,42784000.0,
Effect Of Exchange Rate Changes,0.0,0.0,41000.0,72000.0,
Changes In Cash,-1200000.0,-773000.0,-20423000.0,-20249000.0,
Financing Cash Flow,-100242000.0,-73543000.0,-75573000.0,-99774000.0,
Net Other Financing Charges,,,,,-1000.0
Cash Dividends Paid,-9600000.0,-9622000.0,-9622000.0,,
Common Stock Dividend Paid,0.0,-9622000.0,-9622000.0,,
Net Common Stock Issuance,,0.0,-9446000.0,0.0,
Common Stock Payments,,0.0,-9446000.0,0.0,
Net Issuance Payments Of Debt,-38224000.0,2591000.0,6640000.0,-35776000.0,
Net Short Term Debt Issuance,-28224000.0,12591000.0,16640000.0,0.0,
Net Long Term Debt Issuance,-10000000.0,-10000000.0,-10000000.0,-35776000.0,
Long Term Debt Payments,-10000000.0,-10000000.0,-10000000.0,-35776000.0,
Investing Cash Flow,-1115000.0,1260000.0,-5829000.0,484000.0,
Net Other Investing Changes,,-1000.0,-1000.0,-1000.0,
Net Investment Purchase And Sale,0.0,1405000.0,0.0,50000.0,
Net Business Purchase And Sale,,0.0,-2019000.0,4000000.0,0.0
Sale Of Business,,,0.0,4000000.0,0.0
Purchase Of Business,,0.0,-2019000.0,0.0,
Net Intangibles Purchase And Sale,-79000.0,-187000.0,-284000.0,-1021000.0,
Purchase Of Intangibles,-79000.0,-187000.0,-284000.0,-1021000.0,
Net PPE Purchase And Sale,-1036000.0,43000.0,-3525000.0,-2544000.0,
Sale Of PPE,88000.0,889000.0,,165000.0,740000.0
Purchase Of PPE,-1124000.0,-846000.0,-3525000.0,-2709000.0,
Operating Cash Flow,100157000.0,71510000.0,60979000.0,79041000.0,
Taxes Refund Paid,-6882000.0,7252000.0,-36094000.0,-6577000.0,
Interest Received Cfo,1508000.0,126000.0,,,
Interest Paid Cfo,-7694000.0,-7609000.0,,0.0,-11000.0
Change In Working Capital,30508000.0,-12446000.0,-13390000.0,-26713000.0,
Change In Other Current Liabilities,-24400000.0,-16250000.0,-26464000.0,-58974000.0,
Change In Receivables,54908000.0,3804000.0,13074000.0,32274000.0,
Other Non Cash Items,-1034000.0,630000.0,303000.0,-3332000.0,
Stock Based Compensation,-158000.0,588000.0,1242000.0,0.0,
Provisionand Write Offof Assets,726000.0,-1816000.0,577000.0,-3599000.0,
Depreciation And Amortization,56283000.0,92039000.0,79237000.0,88312000.0,
Amortization Cash Flow,1145000.0,9348000.0,9532000.0,,
Depreciation,55138000.0,82691000.0,69705000.0,88312000.0,
Gain Loss On Investment Securities,,,-114000.0,,
Gain Loss On Sale Of PPE,,,,0.0,-12000.0
Gain Loss On Sale Of Business,,,0.0,2276000.0,0.0
Net Income From Continuing Operations,20802000.0,-14662000.0,29218000.0,26972000.0,
