,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,1022000000.0,1360000000.0,-113000000.0,138000000.0,
Repurchase Of Capital Stock,-17000000.0,-21000000.0,0.0,,0.0
Repayment Of Debt,-813000000.0,-1039000000.0,-393000000.0,-230000000.0,
Issuance Of Debt,539000000.0,553000000.0,1790000000.0,583000000.0,
Issuance Of Capital Stock,12000000.0,24000000.0,13000000.0,19000000.0,
Capital Expenditure,-79000000.0,-86000000.0,-66000000.0,-34000000.0,
End Cash Position,211000000.0,218000000.0,322000000.0,293000000.0,
Other Cash Adjustment Outside Changein Cash,-1000000.0,,,,1000000.0
Beginning Cash Position,218000000.0,322000000.0,293000000.0,292000000.0,
Effect Of Exchange Rate Changes,9000000.0,-3000000.0,13000000.0,6000000.0,
Changes In Cash,-16000000.0,-101000000.0,16000000.0,-5000000.0,
Financing Cash Flow,-623000000.0,-813000000.0,1145000000.0,158000000.0,
Net Other Financing Charges,,,,,109000000.0
Cash Dividends Paid,-189000000.0,-180000000.0,-140000000.0,-103000000.0,
Common Stock Dividend Paid,-189000000.0,-180000000.0,-140000000.0,-103000000.0,
Net Common Stock Issuance,-5000000.0,3000000.0,13000000.0,19000000.0,
Common Stock Payments,-17000000.0,-21000000.0,0.0,,0.0
Common Stock Issuance,12000000.0,24000000.0,13000000.0,19000000.0,
Net Issuance Payments Of Debt,-274000000.0,-486000000.0,1397000000.0,353000000.0,
Net Short Term Debt Issuance,,,,122000000.0,-62000000.0
Net Long Term Debt Issuance,-274000000.0,-486000000.0,1397000000.0,353000000.0,
Long Term Debt Payments,-813000000.0,-1039000000.0,-393000000.0,-230000000.0,
Long Term Debt Issuance,539000000.0,553000000.0,1790000000.0,583000000.0,
Investing Cash Flow,-494000000.0,-734000000.0,-1082000000.0,-335000000.0,
Net Other Investing Changes,1000000.0,,,,
Net Business Purchase And Sale,-415000000.0,-648000000.0,-1016000000.0,-301000000.0,
Sale Of Business,110000000.0,0.0,,,
Purchase Of Business,-525000000.0,-648000000.0,-1016000000.0,-301000000.0,
Net Intangibles Purchase And Sale,-15000000.0,-8000000.0,-6000000.0,-31000000.0,
Purchase Of Intangibles,-15000000.0,-8000000.0,-6000000.0,-31000000.0,
Net PPE Purchase And Sale,-64000000.0,-78000000.0,-60000000.0,-3000000.0,
Purchase Of PPE,-64000000.0,-78000000.0,-60000000.0,-3000000.0,
Operating Cash Flow,1101000000.0,1446000000.0,-47000000.0,172000000.0,
Taxes Refund Paid,-182000000.0,-178000000.0,-236000000.0,-137000000.0,
Interest Received Cfo,9000000.0,15000000.0,15000000.0,1000000.0,
Interest Paid Cfo,-209000000.0,-234000000.0,-118000000.0,-52000000.0,
Change In Working Capital,384000000.0,510000000.0,-1006000000.0,-542000000.0,
Change In Other Current Liabilities,187000000.0,-184000000.0,-220000000.0,309000000.0,
Change In Inventory,215000000.0,584000000.0,-797000000.0,-651000000.0,
Change In Receivables,-18000000.0,110000000.0,11000000.0,-200000000.0,
Other Non Cash Items,-72000000.0,81000000.0,128000000.0,45000000.0,
Depreciation And Amortization,280000000.0,278000000.0,240000000.0,192000000.0,
Amortization Cash Flow,,78000000.0,63000000.0,36000000.0,
Depreciation,280000000.0,200000000.0,177000000.0,156000000.0,
Net Income From Continuing Operations,891000000.0,974000000.0,930000000.0,664000000.0,
