,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,838000000.0,1382000000.0,16000000.0,974000000.0
Repayment Of Debt,-27170000000.0,-24618000000.0,-23747000000.0,-10808000000.0
Issuance Of Debt,26835000000.0,23730000000.0,24328000000.0,9942000000.0
Capital Expenditure,-678000000.0,-679000000.0,-811000000.0,-760000000.0
End Cash Position,892000000.0,923000000.0,949000000.0,757000000.0
Other Cash Adjustment Outside Changein Cash,-1000000.0,-1000000.0,1000000.0,1000000.0
Beginning Cash Position,923000000.0,949000000.0,757000000.0,972000000.0
Effect Of Exchange Rate Changes,-5000000.0,-22000000.0,42000000.0,22000000.0
Changes In Cash,-26000000.0,-3000000.0,150000000.0,-238000000.0
Financing Cash Flow,-907000000.0,-1427000000.0,136000000.0,-1277000000.0
Net Other Financing Charges,104000000.0,105000000.0,245000000.0,151000000.0
Cash Dividends Paid,-245000000.0,-232000000.0,-313000000.0,-232000000.0
Common Stock Dividend Paid,-245000000.0,-232000000.0,-313000000.0,-232000000.0
Net Issuance Payments Of Debt,-335000000.0,-888000000.0,581000000.0,-866000000.0
Net Long Term Debt Issuance,-335000000.0,-888000000.0,581000000.0,-866000000.0
Long Term Debt Payments,-27170000000.0,-24618000000.0,-23747000000.0,-10808000000.0
Long Term Debt Issuance,26835000000.0,23730000000.0,24328000000.0,9942000000.0
Investing Cash Flow,-635000000.0,-637000000.0,-813000000.0,-695000000.0
Net Other Investing Changes,1000000.0,1000000.0,-1000000.0,-1000000.0
Net Investment Purchase And Sale,0.0,-10000000.0,-21000000.0,0.0
Purchase Of Investment,0.0,-10000000.0,-21000000.0,0.0
Net Business Purchase And Sale,-55000000.0,-24000000.0,0.0,-19000000.0
Purchase Of Business,-55000000.0,-24000000.0,0.0,-19000000.0
Net Intangibles Purchase And Sale,-188000000.0,-201000000.0,-234000000.0,-675000000.0
Sale Of Intangibles,97000000.0,75000000.0,20000000.0,85000000.0
Purchase Of Intangibles,-285000000.0,-276000000.0,-254000000.0,-760000000.0
Net PPE Purchase And Sale,-393000000.0,-403000000.0,-557000000.0,
Purchase Of PPE,-393000000.0,-403000000.0,-557000000.0,
Operating Cash Flow,1516000000.0,2061000000.0,827000000.0,1734000000.0
Taxes Refund Paid,-192000000.0,-166000000.0,-233000000.0,-132000000.0
Interest Received Cfo,30000000.0,28000000.0,16000000.0,4000000.0
Interest Paid Cfo,-260000000.0,-250000000.0,-116000000.0,-89000000.0
Change In Working Capital,-73000000.0,525000000.0,-510000000.0,-76000000.0
Change In Other Current Liabilities,25000000.0,203000000.0,-270000000.0,21000000.0
Change In Inventory,0.0,192000000.0,-164000000.0,-232000000.0
Change In Receivables,-98000000.0,130000000.0,-76000000.0,135000000.0
Other Non Cash Items,105000000.0,70000000.0,72000000.0,38000000.0
Provisionand Write Offof Assets,2000000.0,-24000000.0,-34000000.0,-8000000.0
Depreciation And Amortization,1078000000.0,1058000000.0,985000000.0,956000000.0
Amortization Cash Flow,244000000.0,285000000.0,985000000.0,
Depreciation,834000000.0,773000000.0,1077000000.0,956000000.0
Gain Loss On Investment Securities,-32000000.0,-28000000.0,-8000000.0,3000000.0
Net Foreign Currency Exchange Gain Loss,-20000000.0,18000000.0,24000000.0,-6000000.0
Net Income From Continuing Operations,893000000.0,884000000.0,693000000.0,1077000000.0
