,2024-06-30,2023-06-30,2022-06-30,2021-06-30
Free Cash Flow,-1233586.0,139861.0,861547.0,-102441.0
Repurchase Of Capital Stock,-314496.0,0.0,0.0,-43673.0
Repayment Of Debt,-1154942.0,-2521771.0,-3528851.0,-4027207.0
Issuance Of Debt,2544410.0,2331144.0,2710403.0,4206438.0
Capital Expenditure,-3897530.0,-4048966.0,-4416254.0,-3596966.0
End Cash Position,267799.0,714825.0,421547.0,281802.0
Beginning Cash Position,446874.0,697094.0,281802.0,293709.0
Changes In Cash,-179075.0,17731.0,139745.0,-11907.0
Financing Cash Flow,1055835.0,-120225.0,-705303.0,39244.0
Net Other Financing Charges,-19137.0,70402.0,,
Net Common Stock Issuance,-314496.0,0.0,0.0,-43673.0
Common Stock Payments,-314496.0,0.0,0.0,-43673.0
Net Issuance Payments Of Debt,1389468.0,-190627.0,-705303.0,82917.0
Net Short Term Debt Issuance,,66963.0,113145.0,-96314.0
Net Long Term Debt Issuance,1389468.0,-190627.0,-818448.0,179231.0
Long Term Debt Payments,-1154942.0,-2521771.0,-3528851.0,-4027207.0
Long Term Debt Issuance,2544410.0,2331144.0,2710403.0,4206438.0
Investing Cash Flow,-3898854.0,-4050871.0,-4432753.0,-3545676.0
Net Other Investing Changes,-1324.0,-1905.0,-5003.0,23893.0
Net Business Purchase And Sale,,0.0,-12044.0,0.0
Purchase Of Business,,0.0,-12044.0,0.0
Net Intangibles Purchase And Sale,-3897530.0,-4048966.0,-4401494.0,-3596966.0
Purchase Of Intangibles,-3897530.0,-4048966.0,-4401494.0,-3596966.0
Net PPE Purchase And Sale,0.0,0.0,-14212.0,27397.0
Sale Of PPE,,0.0,548.0,27397.0
Purchase Of PPE,0.0,0.0,-14760.0,0.0
Operating Cash Flow,2663944.0,4188827.0,5277801.0,3494525.0
Taxes Refund Paid,-72405.0,-124008.0,-137349.0,-416347.0
Interest Paid Cfo,,-1512903.0,-1292884.0,-1233273.0
Change In Working Capital,294855.0,486351.0,-794743.0,-1964696.0
Change In Other Current Liabilities,501540.0,474323.0,-707286.0,-2708087.0
Change In Other Current Assets,-206685.0,12028.0,-87457.0,743391.0
Other Non Cash Items,3520180.0,3570185.0,,
Net Income From Continuing Operations,-1078686.0,256299.0,-156945.0,1598744.0
