,2024-12-31,2023-12-31,2021-08-31,2020-08-31
Free Cash Flow,96100000.0,127800000.0,64700000.0,23500000.0
Repayment Of Debt,-84200000.0,-56900000.0,-108400000.0,-27500000.0
Issuance Of Debt,0.0,149100000.0,34700000.0,52400000.0
Issuance Of Capital Stock,0.0,700000.0,762200000.0,427900000.0
Capital Expenditure,,,-33900000.0,-6500000.0
End Cash Position,239000000.0,227300000.0,278100000.0,161400000.0
Beginning Cash Position,227300000.0,515000000.0,161400000.0,49500000.0
Changes In Cash,11700000.0,-287700000.0,116700000.0,111900000.0
Financing Cash Flow,-84200000.0,55900000.0,674600000.0,439400000.0
Cash Dividends Paid,,-37000000.0,-13900000.0,-13400000.0
Common Stock Dividend Paid,0.0,-37000000.0,-13900000.0,-13400000.0
Net Common Stock Issuance,0.0,700000.0,762200000.0,427900000.0
Common Stock Issuance,0.0,700000.0,762200000.0,427900000.0
Net Issuance Payments Of Debt,-84200000.0,92200000.0,-73700000.0,24900000.0
Net Long Term Debt Issuance,-84200000.0,92200000.0,-73700000.0,24900000.0
Long Term Debt Payments,-84200000.0,-56900000.0,-108400000.0,-27500000.0
Long Term Debt Issuance,0.0,149100000.0,34700000.0,52400000.0
Investing Cash Flow,-200000.0,-471400000.0,-622600000.0,-357500000.0
Net Investment Purchase And Sale,,,2200000.0,
Sale Of Investment,,,2200000.0,
Net Investment Properties Purchase And Sale,-20900000.0,-62100000.0,-33900000.0,1600000.0
Sale Of Investment Properties,3800000.0,0.0,,1600000.0
Purchase Of Investment Properties,-24700000.0,-62100000.0,-33900000.0,0.0
Net Business Purchase And Sale,20700000.0,-409300000.0,-590900000.0,-352600000.0
Sale Of Business,20700000.0,33600000.0,29400000.0,16700000.0
Purchase Of Business,0.0,-442900000.0,-620300000.0,-369300000.0
Net PPE Purchase And Sale,,,-33900000.0,-6500000.0
Purchase Of PPE,,,-33900000.0,-6500000.0
Operating Cash Flow,96100000.0,127800000.0,64700000.0,30000000.0
Taxes Refund Paid,-12300000.0,-10500000.0,-3000000.0,-2800000.0
Interest Paid Cfo,,,-21900000.0,-19200000.0
Change In Working Capital,13100000.0,58200000.0,-6500000.0,-11800000.0
Change In Other Current Liabilities,-63700000.0,14100000.0,-5700000.0,-12800000.0
Change In Inventory,12700000.0,0.0,,
Change In Receivables,64100000.0,44100000.0,-800000.0,1000000.0
Other Non Cash Items,-129600000.0,-124300000.0,-40100000.0,-32200000.0
Net Income From Continuing Operations,224900000.0,204400000.0,114300000.0,76800000.0
