,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-16136000.0,-9735000.0,-15451000.0,-14452000.0,
Issuance Of Capital Stock,16792000.0,537000.0,26000.0,50634000.0,
Capital Expenditure,-7497000.0,-10621000.0,-8999000.0,-9617000.0,
End Cash Position,17668000.0,17012000.0,26210000.0,41635000.0,
Beginning Cash Position,17012000.0,26210000.0,41635000.0,8905000.0,
Changes In Cash,656000.0,-9198000.0,-15425000.0,32730000.0,
Financing Cash Flow,16792000.0,537000.0,26000.0,47126000.0,
Net Common Stock Issuance,16792000.0,537000.0,26000.0,50634000.0,
Common Stock Issuance,16792000.0,537000.0,26000.0,50634000.0,
Investing Cash Flow,-7497000.0,-10621000.0,-8999000.0,-9561000.0,
Net Investment Purchase And Sale,0.0,0.0,0.0,56000.0,
Sale Of Investment,,,0.0,56000.0,0.0
Purchase Of Investment,0.0,0.0,0.0,,0.0
Net Intangibles Purchase And Sale,-7497000.0,-10489000.0,-8845000.0,-9477000.0,
Purchase Of Intangibles,-7497000.0,-10489000.0,-8845000.0,-9477000.0,
Net PPE Purchase And Sale,0.0,-132000.0,-154000.0,-140000.0,
Purchase Of PPE,0.0,-132000.0,-154000.0,-140000.0,
Operating Cash Flow,-8639000.0,886000.0,-6452000.0,-4835000.0,
Interest Received Cfo,4000.0,5000.0,0.0,0.0,
Interest Paid Cfo,-32000.0,-26000.0,0.0,-13000.0,
Change In Working Capital,4468000.0,2598000.0,-8837000.0,2056000.0,
Change In Other Current Liabilities,-56000.0,1965000.0,-4615000.0,2669000.0,
Change In Payable,1115000.0,-2370000.0,2382000.0,518000.0,
Change In Receivables,3409000.0,3003000.0,-6604000.0,-1131000.0,
Depreciation And Amortization,95000.0,97000.0,56000.0,31000.0,
Depreciation,95000.0,97000.0,56000.0,31000.0,
Net Income From Continuing Operations,-23166000.0,-1788000.0,2329000.0,-6909000.0,
