,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,14657000.0,-7354000.0,-13545000.0,-1669000.0,
Repayment Of Debt,-8548000.0,-5231000.0,-7816000.0,-41396000.0,
Issuance Of Debt,,0.0,16493000.0,14351000.0,15071000.0
Issuance Of Capital Stock,,0.0,185000.0,214000.0,0.0
Capital Expenditure,-10370000.0,-24145000.0,-7230000.0,-10224000.0,
End Cash Position,834000.0,363000.0,1230000.0,2341000.0,
Other Cash Adjustment Outside Changein Cash,1000.0,22000.0,,,
Beginning Cash Position,363000.0,1230000.0,2341000.0,27568000.0,
Changes In Cash,470000.0,-889000.0,-1111000.0,-25227000.0,
Financing Cash Flow,-14187000.0,6465000.0,12434000.0,-23558000.0,
Net Common Stock Issuance,,0.0,185000.0,214000.0,0.0
Common Stock Issuance,,0.0,185000.0,214000.0,0.0
Net Issuance Payments Of Debt,-14187000.0,6465000.0,12249000.0,-23772000.0,
Net Short Term Debt Issuance,-5639000.0,11696000.0,3572000.0,3273000.0,
Net Long Term Debt Issuance,-8548000.0,-5231000.0,8677000.0,-27045000.0,
Long Term Debt Payments,-8548000.0,-5231000.0,-7816000.0,-41396000.0,
Long Term Debt Issuance,,0.0,16493000.0,14351000.0,15071000.0
Investing Cash Flow,-10370000.0,-24145000.0,-7230000.0,-10224000.0,
Net Business Purchase And Sale,,,,,0.0
Purchase Of Business,,,,,0.0
Net Intangibles Purchase And Sale,-118000.0,0.0,-178000.0,-386000.0,
Purchase Of Intangibles,-118000.0,0.0,-178000.0,-386000.0,
Net PPE Purchase And Sale,-10252000.0,-24145000.0,-7052000.0,-9838000.0,
Purchase Of PPE,-10252000.0,-24145000.0,-7052000.0,-9838000.0,
Operating Cash Flow,25027000.0,16791000.0,-6315000.0,8555000.0,
Taxes Refund Paid,252000.0,-1514000.0,1827000.0,-2829000.0,
Interest Received Cfo,73000.0,1000.0,3000.0,10000.0,
Interest Paid Cfo,-2554000.0,-3060000.0,-1655000.0,-2798000.0,
Change In Working Capital,-2041000.0,2321000.0,-11369000.0,-2155000.0,
Change In Other Current Liabilities,8166000.0,13335000.0,-5656000.0,-153000.0,
Change In Inventory,4000.0,-5676000.0,-5100000.0,-3873000.0,
Change In Receivables,-10211000.0,-5338000.0,-613000.0,1871000.0,
Other Non Cash Items,63000.0,-7000.0,,,46000.0
Provisionand Write Offof Assets,,,,-469000.0,-531000.0
Depreciation And Amortization,13010000.0,14050000.0,12181000.0,10233000.0,
Depreciation,13010000.0,14050000.0,12181000.0,10233000.0,
Net Income From Continuing Operations,16224000.0,5000000.0,-7301000.0,6563000.0,
