,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-8860000.0,-7683000.0,-4470000.0,-5119000.0
Repayment Of Debt,-310000.0,-929000.0,-429000.0,-1071000.0
Issuance Of Debt,4000000.0,,428000.0,
Issuance Of Capital Stock,6200000.0,12287000.0,0.0,10197000.0
Capital Expenditure,-3483000.0,-3358000.0,-2285000.0,-3582000.0
End Cash Position,5275000.0,4245000.0,570000.0,5468000.0
Other Cash Adjustment Outside Changein Cash,,,1000.0,
Beginning Cash Position,4245000.0,570000.0,5468000.0,1461000.0
Changes In Cash,1030000.0,3675000.0,-4899000.0,4007000.0
Financing Cash Flow,9890000.0,11358000.0,-429000.0,9126000.0
Net Common Stock Issuance,6200000.0,12287000.0,0.0,10197000.0
Common Stock Issuance,6200000.0,12287000.0,0.0,10197000.0
Net Issuance Payments Of Debt,3690000.0,-929000.0,-429000.0,-1071000.0
Net Short Term Debt Issuance,-310000.0,0.0,-429000.0,
Short Term Debt Payments,-310000.0,0.0,-429000.0,
Net Long Term Debt Issuance,4000000.0,-929000.0,428000.0,-1071000.0
Long Term Debt Payments,,-929000.0,,-1071000.0
Long Term Debt Issuance,4000000.0,,428000.0,
Investing Cash Flow,-3483000.0,-3358000.0,-2285000.0,-3582000.0
Net Intangibles Purchase And Sale,-3483000.0,-3358000.0,-1493000.0,-3582000.0
Purchase Of Intangibles,-3483000.0,-3358000.0,-1493000.0,-3582000.0
Net PPE Purchase And Sale,0.0,0.0,-792000.0,0.0
Purchase Of PPE,0.0,0.0,-792000.0,0.0
Operating Cash Flow,-5377000.0,-4325000.0,-2185000.0,-1537000.0
Change In Working Capital,1121000.0,-817000.0,731000.0,617000.0
Change In Other Current Liabilities,860000.0,-1315000.0,1483000.0,677000.0
Change In Payable,30000.0,669000.0,68000.0,-11000.0
Change In Inventory,250000.0,-373000.0,355000.0,0.0
Change In Receivables,-19000.0,202000.0,-1175000.0,-49000.0
Depreciation And Amortization,,1666000.0,,
Depreciation,,1666000.0,,
Net Income From Continuing Operations,-7874000.0,-5175000.0,-4598000.0,-3201000.0
