,2024-12-31,2023-12-31,2022-12-31,2021-12-31,2020-12-31
Free Cash Flow,-41790000.0,-37058000.0,-31801000.0,-51794000.0,
Repayment Of Debt,-6879000.0,-19479000.0,-6065000.0,-6198000.0,
Issuance Of Debt,0.0,6318000.0,0.0,35000000.0,
Issuance Of Capital Stock,39810000.0,62813000.0,7477000.0,78277000.0,
Capital Expenditure,-4615000.0,-2949000.0,-3685000.0,-10205000.0,
End Cash Position,18541000.0,29006000.0,26715000.0,62788000.0,
Other Cash Adjustment Outside Changein Cash,,1000.0,,,
Beginning Cash Position,29006000.0,26715000.0,62788000.0,44495000.0,
Effect Of Exchange Rate Changes,38000.0,1000.0,0.0,,
Changes In Cash,-10503000.0,2290000.0,-36073000.0,18293000.0,
Financing Cash Flow,31287000.0,39518000.0,480000.0,102745000.0,
Net Other Financing Charges,,-1000.0,,,
Net Common Stock Issuance,39810000.0,62813000.0,7477000.0,78277000.0,
Common Stock Issuance,39810000.0,62813000.0,7477000.0,78277000.0,
Net Issuance Payments Of Debt,-6879000.0,-13161000.0,-6065000.0,28802000.0,
Net Short Term Debt Issuance,-6879000.0,-13161000.0,,,
Short Term Debt Payments,-6879000.0,-19479000.0,,,
Short Term Debt Issuance,0.0,6318000.0,,,
Net Long Term Debt Issuance,,-13161000.0,-6065000.0,28802000.0,1655000.0
Long Term Debt Payments,,-19479000.0,-6065000.0,-6198000.0,-10245000.0
Long Term Debt Issuance,,6318000.0,0.0,35000000.0,11900000.0
Investing Cash Flow,-4615000.0,-3119000.0,-8437000.0,-42863000.0,
Net Other Investing Changes,,-170000.0,,,
Net Investment Purchase And Sale,0.0,0.0,-4752000.0,-32658000.0,
Purchase Of Investment,0.0,0.0,-4752000.0,-32658000.0,
Net Intangibles Purchase And Sale,,-75000.0,-503000.0,-211000.0,-188000.0
Purchase Of Intangibles,,-75000.0,-503000.0,-211000.0,-188000.0
Net PPE Purchase And Sale,-182000.0,-310000.0,-91000.0,-572000.0,
Purchase Of PPE,-182000.0,-310000.0,-91000.0,-572000.0,
Capital Expenditure Reported,-4433000.0,-2639000.0,-3091000.0,-9422000.0,
Operating Cash Flow,-37175000.0,-34109000.0,-28116000.0,-41589000.0,
Taxes Refund Paid,-61000.0,0.0,,,
Interest Received Cfo,510000.0,600000.0,213000.0,109000.0,
Interest Paid Cfo,-4282000.0,-2444000.0,-268000.0,-3137000.0,
Change In Working Capital,622000.0,879000.0,-354000.0,-5771000.0,
Change In Other Current Liabilities,964000.0,1544000.0,-857000.0,-2917000.0,
Change In Receivables,-342000.0,-665000.0,503000.0,-2854000.0,
Other Non Cash Items,409000.0,451000.0,409000.0,412000.0,
Depreciation And Amortization,1435000.0,2331000.0,1254000.0,8506000.0,
Amortization Cash Flow,226000.0,227000.0,340000.0,,
Depreciation,1209000.0,2331000.0,914000.0,8506000.0,
Net Income From Continuing Operations,-35808000.0,-35926000.0,-29371000.0,-41708000.0,
