Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_40,SMA_120,Close_10_%_D,10_40_%_D,40_120_%_D,RSI_3_months
2020-07-01,87.83859169978666,88.10970123064475,85.30826595505229,85.5793685913086,33575,0.0,0.0,,,,,,,
2020-07-02,85.94085168063151,86.93490853899294,85.5793745790631,85.76011657714844,27478,0.0,0.0,,,,,,,100.0
2020-07-03,85.94085430987731,86.66380853513193,85.39864208823755,85.8504867553711,16141,0.0,0.0,,,,,,,100.0
2020-07-06,86.66380210392037,86.93490474732083,86.21195747031767,86.39269256591797,27231,0.0,0.0,,,,,,,100.0
2020-07-07,86.75416700752618,87.11564408231122,85.94084531291027,86.30232238769531,17232,0.0,0.0,,,,,,,89.84278723758328
2020-07-08,86.30233142250462,86.30233142250462,85.76011920086488,85.8504867553711,16900,0.0,0.0,,,,,,,59.35899792326863
2020-07-09,85.94084531291027,87.29637917240287,85.85047776786445,86.30232238769531,25674,0.0,0.0,,,,,,,69.74120819775874
2020-07-10,86.93489977906214,86.93489977906214,84.40457411225418,85.48899841308594,15129,0.0,0.0,,,,,,,47.60463984064984
2020-07-13,85.5793745790631,86.30232878219992,84.49495016896013,85.76011657714844,30386,0.0,0.0,,,,,,,52.66888907830099
2020-07-14,85.85047642389934,86.75416564941406,85.39863181114197,86.75416564941406,16920,0.0,0.0,86.00410766601563,,,0.872118790315429,,,65.15578810152488
2020-07-15,85.57937446606438,85.66974891228885,80.97056038730884,81.78388214111328,134381,0.0,0.0,85.62455902099609,,,-4.4854851502838455,,,27.91674467260559
2020-07-16,83.86236471941166,84.22383490184045,81.78387669743718,83.59125518798828,34568,0.0,0.0,85.40767288208008,,,-2.1267617215137946,,,40.435285765129706
2020-07-17,83.22978448249172,83.22978448249172,82.14536006298525,83.0490493774414,26227,0.0,0.0,85.12752914428711,,,-2.441607066173363,,,38.41156672371858
2020-07-20,82.77793659838991,82.9586785909968,81.69351222115681,81.96461486816406,56624,0.0,0.0,84.68472137451172,,,-3.212039270127841,,,34.880809019232814
2020-07-21,82.77793871598152,82.77793871598152,78.80170440673828,78.80170440673828,128427,0.0,0.0,83.93465957641601,,,-6.115417868591664,,,27.44126803112293
2020-07-22,79.07281756419033,79.97650690778109,79.07281756419033,79.1631851196289,36841,0.0,0.0,83.2659294128418,,,-4.92727856656836,,,29.186787211962056
2020-07-23,79.25355769312142,80.15724709393058,79.07282257080078,79.07282257080078,34605,0.0,0.0,82.54297943115235,,,-4.2040605806408555,,,29.01036874846794
2020-07-24,78.62096875242696,78.80170385378707,74.64473447108494,75.54842376708984,97034,0.0,0.0,81.54892196655274,,,-7.358157600077164,,,23.425679462217644
