Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,SMA_40,SMA_120,Close_10_%_D,10_40_%_D,40_120_%_D,RSI,earningsGrowth,revenueGrowth,profitMargins,grossMargins,returnOnEquity,debtToEquity,priceToBook,forwardPE,longName,sector,longBusinessSummary
2022-06-27,7.424399795816903,7.700399974139768,7.295599917321654,7.3968000411987305,28381,0.0,0.0,,,,,,,,,-0.778,0.0,0.0,-0.47733003,,0.6666667,,CombiGene AB (publ),Healthcare,"CombiGene AB (publ) engages in the development of gene therapy for severe life-altering diseases in Sweden. The company is developing two candidates for severe chronic pain conditions, which are in preclinical studies include COZY01, a peptide treatment; and COZY02, a gene therapy treatment. It is also developing CG01, an adeno-associated virus-based gene therapy targeting epileptic seizures. The company has a collaboration agreement with Danish company Zyneyro to develop a treatment for chronic pain conditions. CombiGene AB (publ) was incorporated in 1990 and is based in Lidingö, Sweden."
2022-06-28,7.360000096209265,7.677400346024797,7.212800234665941,7.295599937438965,55011,0.0,0.0,,,,,,,0.0,,-0.778,0.0,0.0,-0.47733003,,0.6666667,,CombiGene AB (publ),Healthcare,"CombiGene AB (publ) engages in the development of gene therapy for severe life-altering diseases in Sweden. The company is developing two candidates for severe chronic pain conditions, which are in preclinical studies include COZY01, a peptide treatment; and COZY02, a gene therapy treatment. It is also developing CG01, an adeno-associated virus-based gene therapy targeting epileptic seizures. The company has a collaboration agreement with Danish company Zyneyro to develop a treatment for chronic pain conditions. CombiGene AB (publ) was incorporated in 1990 and is based in Lidingö, Sweden."
2022-06-29,7.26800032135129,7.26800032135129,7.056400297002284,7.120800018310547,25162,0.0,0.0,,,,,,,0.0,,-0.778,0.0,0.0,-0.47733003,,0.6666667,,CombiGene AB (publ),Healthcare,"CombiGene AB (publ) engages in the development of gene therapy for severe life-altering diseases in Sweden. The company is developing two candidates for severe chronic pain conditions, which are in preclinical studies include COZY01, a peptide treatment; and COZY02, a gene therapy treatment. It is also developing CG01, an adeno-associated virus-based gene therapy targeting epileptic seizures. The company has a collaboration agreement with Danish company Zyneyro to develop a treatment for chronic pain conditions. CombiGene AB (publ) was incorporated in 1990 and is based in Lidingö, Sweden."
2022-06-30,7.120799808638702,7.360000019855288,7.070199966430664,7.070199966430664,14555,0.0,0.0,,,,,,,0.0,,-0.778,0.0,0.0,-0.47733003,,0.6666667,,CombiGene AB (publ),Healthcare,"CombiGene AB (publ) engages in the development of gene therapy for severe life-altering diseases in Sweden. The company is developing two candidates for severe chronic pain conditions, which are in preclinical studies include COZY01, a peptide treatment; and COZY02, a gene therapy treatment. It is also developing CG01, an adeno-associated virus-based gene therapy targeting epileptic seizures. The company has a collaboration agreement with Danish company Zyneyro to develop a treatment for chronic pain conditions. CombiGene AB (publ) was incorporated in 1990 and is based in Lidingö, Sweden."
2022-07-01,7.2312001607870755,7.26800012588501,7.143799914661841,7.26800012588501,46775,0.0,0.0,,,,,,,41.50820032357305,,-0.778,0.0,0.0,-0.47733003,,0.6666667,,CombiGene AB (publ),Healthcare,"CombiGene AB (publ) engages in the development of gene therapy for severe life-altering diseases in Sweden. The company is developing two candidates for severe chronic pain conditions, which are in preclinical studies include COZY01, a peptide treatment; and COZY02, a gene therapy treatment. It is also developing CG01, an adeno-associated virus-based gene therapy targeting epileptic seizures. The company has a collaboration agreement with Danish company Zyneyro to develop a treatment for chronic pain conditions. CombiGene AB (publ) was incorporated in 1990 and is based in Lidingö, Sweden."
2022-07-04,7.272600309753421,7.447400365201892,7.03340009534282,7.130000114440918,50428,0.0,0.0,,,,,,,31.640526697656384,,-0.778,0.0,0.0,-0.47733003,,0.6666667,,CombiGene AB (publ),Healthcare,"CombiGene AB (publ) engages in the development of gene therapy for severe life-altering diseases in Sweden. The company is developing two candidates for severe chronic pain conditions, which are in preclinical studies include COZY01, a peptide treatment; and COZY02, a gene therapy treatment. It is also developing CG01, an adeno-associated virus-based gene therapy targeting epileptic seizures. The company has a collaboration agreement with Danish company Zyneyro to develop a treatment for chronic pain conditions. CombiGene AB (publ) was incorporated in 1990 and is based in Lidingö, Sweden."
2022-07-05,7.171400013262097,7.26800003004287,7.038000031868667,7.208199977874756,38756,0.0,0.0,,,,,,,40.30131099472291,,-0.778,0.0,0.0,-0.47733003,,0.6666667,,CombiGene AB (publ),Healthcare,"CombiGene AB (publ) engages in the development of gene therapy for severe life-altering diseases in Sweden. The company is developing two candidates for severe chronic pain conditions, which are in preclinical studies include COZY01, a peptide treatment; and COZY02, a gene therapy treatment. It is also developing CG01, an adeno-associated virus-based gene therapy targeting epileptic seizures. The company has a collaboration agreement with Danish company Zyneyro to develop a treatment for chronic pain conditions. CombiGene AB (publ) was incorporated in 1990 and is based in Lidingö, Sweden."
2022-07-06,7.208200035095215,7.268000087738037,7.106999912261963,7.235799789428711,14915,0.0,0.0,,,,,,,43.044037571633886,,-0.778,0.0,0.0,-0.47733003,,0.6666667,,CombiGene AB (publ),Healthcare,"CombiGene AB (publ) engages in the development of gene therapy for severe life-altering diseases in Sweden. The company is developing two candidates for severe chronic pain conditions, which are in preclinical studies include COZY01, a peptide treatment; and COZY02, a gene therapy treatment. It is also developing CG01, an adeno-associated virus-based gene therapy targeting epileptic seizures. The company has a collaboration agreement with Danish company Zyneyro to develop a treatment for chronic pain conditions. CombiGene AB (publ) was incorporated in 1990 and is based in Lidingö, Sweden."
2022-07-07,7.240399989779799,7.295599937861744,7.134600198961952,7.263400077819824,18471,0.0,0.0,,,,,,,45.72923280944773,,-0.778,0.0,0.0,-0.47733003,,0.6666667,,CombiGene AB (publ),Healthcare,"CombiGene AB (publ) engages in the development of gene therapy for severe life-altering diseases in Sweden. The company is developing two candidates for severe chronic pain conditions, which are in preclinical studies include COZY01, a peptide treatment; and COZY02, a gene therapy treatment. It is also developing CG01, an adeno-associated virus-based gene therapy targeting epileptic seizures. The company has a collaboration agreement with Danish company Zyneyro to develop a treatment for chronic pain conditions. CombiGene AB (publ) was incorporated in 1990 and is based in Lidingö, Sweden."
2022-07-08,7.286400245730538,7.360000177313239,6.973600097813863,7.125400066375732,49580,0.0,0.0,7.211420011520386,,,-1.1928294983128835,,,36.47089062239826,,-0.778,0.0,0.0,-0.47733003,,0.6666667,,CombiGene AB (publ),Healthcare,"CombiGene AB (publ) engages in the development of gene therapy for severe life-altering diseases in Sweden. The company is developing two candidates for severe chronic pain conditions, which are in preclinical studies include COZY01, a peptide treatment; and COZY02, a gene therapy treatment. It is also developing CG01, an adeno-associated virus-based gene therapy targeting epileptic seizures. The company has a collaboration agreement with Danish company Zyneyro to develop a treatment for chronic pain conditions. CombiGene AB (publ) was incorporated in 1990 and is based in Lidingö, Sweden."
